Gene.ID,FPKM.WT_D,FPKM.WT_DTL6h,FPKM.WT_WL
AT1G01010,4.926678341,3.609026924,2.514252493
AT1G01020,7.348891836,8.13291768,3.651383728
AT1G01030,0.285776125,0.316910983,1.329524627
AT1G01040,5.856887437,5.82134491,4.112167944
AT1G01050,6.679155185,9.28068188,38.20416236
AT1G01060,4.239048041,2.027839532,40.18310858
AT1G01070,5.64406366,3.375123212,2.325367952
AT1G01080,1.698417069,3.625881293,15.43462272
AT1G01090,266.4838583,174.6247439,67.98320409
AT1G01100,40.75789304,30.8653998,49.10031166
AT1G01110,2.069245344,0.583757888,0.709417355
AT1G01120,54.56568493,48.87067254,22.59734823
AT1G01130,0.400480748,0.029271051,0.401588304
AT1G01140,6.549146802,5.831342152,15.18790992
AT1G01150,0,0,0.051243333
AT1G01160,15.03275804,7.56976935,5.060833818
AT1G01170,6.470145586,6.330219967,18.50212661
AT1G01180,23.44632901,22.85041766,5.31259502
AT1G01190,1.147150916,1.548390109,0.445664814
AT1G01200,2.177427433,1.236804963,0.94143526
AT1G01210,3.646838452,3.086863822,4.002036328
AT1G01220,3.192704679,3.960787533,4.850233796
AT1G01225,0.801798156,0.519785373,0.762702527
AT1G01230,20.5833561,14.76082956,8.64252537
AT1G01240,3.519297674,3.014311579,1.147861914
AT1G01250,0.042138126,0.184791987,0.891189226
AT1G01260,12.23895669,7.800033554,2.992624267
AT1G01270,0,0,0
AT1G01280,0,0,0
AT1G01290,1.072848986,0.869006951,1.097408549
AT1G01300,87.13934021,39.56808692,22.14250826
AT1G01305,0,0,0
AT1G01310,0.076857871,0.044940201,0
AT1G01320,13.11205526,78.86427135,108.6142348
AT1G01335,0,0,0
AT1G01340,1.149695466,2.366149257,2.120347098
AT1G01350,1.950563268,1.837095239,2.043074767
AT1G01355,0.566597015,0.412561792,0.015592836
AT1G01360,3.272057641,3.435438214,2.972663825
AT1G01370,0.469577184,0.320846257,0.754170891
AT1G01380,1.274949689,1.041110267,0.208403553
AT1G01390,3.154317577,2.04466899,0.991741763
AT1G01400,0.008197614,0,0
AT1G01410,0,0,0
AT1G01420,0.777008902,2.453388985,6.006598085
AT1G01430,12.92261201,18.62017407,31.36499771
AT1G01440,5.054654322,5.32929644,3.93783584
AT1G01448,4.811150545,2.226611786,1.681190081
AT1G01450,0,0,0.009688967
AT1G01453,0.438025819,0.373205898,0.492858373
AT1G01460,0,0,0
AT1G01470,17.37295068,45.33158563,12.57333221
AT1G01480,0.708054998,1.035031717,0.158884066
AT1G01490,6.53978444,6.34380411,7.539258269
AT1G01500,7.051612162,5.708102546,2.802964048
AT1G01510,16.17413716,16.70431269,11.14657783
AT1G01520,0.277805148,0.725785658,2.577747226
AT1G01530,0,0,0
AT1G01540,18.69666942,15.94989679,18.08598179
AT1G01550,46.82630879,35.32824484,40.57164198
AT1G01560,0.208245113,0.178192274,0.229656829
AT1G01570,0.980952098,1.432495722,0.907858777
AT1G01580,6.214697139,1.205505119,18.78241946
AT1G01590,0.017885418,0.004183172,0.031304521
AT1G01600,3.224382909,0.56702423,1.768038358
AT1G01610,41.35150538,53.83482471,34.87650367
AT1G01620,685.7792487,194.390768,37.07662423
AT1G01630,6.695410584,5.113527891,14.74576267
AT1G01640,5.968532467,2.203127491,0.486341398
AT1G01650,34.95030061,32.74495464,6.577728172
AT1G01660,0.250176924,0.09752201,0.162177813
AT1G01670,0.437988857,0.434397609,0.242596167
AT1G01680,0.031630219,0.036989533,0.034601121
AT1G01690,0.82344543,0.791641713,1.097893457
AT1G01695,0.016983596,0.052963301,0.033028976
AT1G01700,0.048979574,0.020828547,0.051956396
AT1G01710,12.93991616,11.07989291,7.8553428
AT1G01715,1.656400154,1.55212727,1.750031301
AT1G01720,67.46415284,64.15327173,24.66445241
AT1G01725,3.635649252,1.655694913,2.625926567
AT1G01730,9.103973779,5.006890269,6.530727996
AT1G01740,0.549708201,0.712490805,1.930969981
AT1G01750,1.388236134,1.28828933,4.062737328
AT1G01760,1.772895764,2.253575058,2.31778697
AT1G01770,13.98660481,13.84433271,5.9323625
AT1G01780,20.55182754,15.25508039,5.452876327
AT1G01790,2.75952379,10.7064575,20.83338532
AT1G01800,9.091054286,8.542307668,13.52489934
AT1G01810,0.129366628,0.033619124,0.041931119
AT1G01820,21.97070865,19.36133887,12.32362897
AT1G01830,2.247416171,1.668059326,1.699896578
AT1G01840,0.182701071,0.25371805,0.099930732
AT1G01860,1.519851037,2.721596754,3.117383761
AT1G01870,0.128579007,0,0
AT1G01880,0.655338167,0.853685087,0.471877953
AT1G01890,0.385737022,0,0
AT1G01900,7.26922676,4.26097575,2.147839944
AT1G01910,20.56431846,26.85454332,12.87193348
AT1G01920,3.163065274,3.236049849,3.470264328
AT1G01930,2.278437147,2.721956949,1.831048743
AT1G01940,0.920432165,0.72593541,0.952247584
AT1G01950,3.648754484,3.170347239,3.44712819
AT1G01960,30.48079601,32.78106436,23.7521541
AT1G01970,4.05640451,11.94592665,12.91391415
AT1G01980,0.01456741,0,0.028330078
AT1G01990,16.50666604,9.984823212,3.840358939
AT1G02000,22.20247863,11.38143408,3.180027548
AT1G02010,2.413000767,2.314632393,1.617199889
AT1G02020,23.0305315,11.81528936,4.456361905
AT1G02030,0.087927565,0.092543135,0.025649668
AT1G02040,0.056013532,0.037431011,0.046685457
AT1G02050,1.52374473,1.489687407,1.120132665
AT1G02060,1.932094622,1.420797073,1.692085549
AT1G02065,0.100271321,0.020393208,0.197123001
AT1G02067,0,0,0
AT1G02070,0.118964101,0.125208867,0.034703448
AT1G02080,32.95317408,33.38627583,27.33985431
AT1G02090,8.983998931,10.87411496,9.199722066
AT1G02100,23.47548028,12.12402845,5.352178611
AT1G02110,13.28031112,4.553836771,3.01735535
AT1G02120,19.26457398,15.15566846,9.530444123
AT1G02130,27.32164903,15.72330094,9.978038626
AT1G02136,0,0,0.071304741
AT1G02140,39.1219631,24.26151954,14.37894744
AT1G02145,17.87964188,14.61854683,8.639950848
AT1G02150,6.65433722,7.060772045,15.02566371
AT1G02160,3.686355898,2.427178717,1.513637283
AT1G02170,39.08465091,24.12440929,11.37888042
AT1G02180,0.926410354,1.29767267,1.083955809
AT1G02190,7.855386547,1.685252412,0.112268422
AT1G02205,50.21509453,20.404399,3.120659053
AT1G02210,0,0,0
AT1G02220,0.70839755,2.644059542,2.850037061
AT1G02230,0.150337154,0.076439025,0.162074287
AT1G02250,0.07954464,0.065115685,0.011602127
AT1G02260,6.693038389,5.286154289,3.689377547
AT1G02270,5.802233216,5.980709778,6.17870407
AT1G02280,8.311563101,11.4920219,37.24856317
AT1G02290,1.25893911,1.385281054,3.029422494
AT1G02300,7.47567483,8.554884468,3.647062184
AT1G02305,45.39697982,31.90014039,12.16285568
AT1G02310,0.240042252,0.129560389,0.071819071
AT1G02320,0,0,0
AT1G02330,1.42406909,0.818877888,0.700017713
AT1G02335,5.631760524,3.026892753,3.042335634
AT1G02340,16.42905172,9.721758331,0.314827768
AT1G02350,1.176057162,0.778485394,1.132784544
AT1G02360,18.56943192,22.43680333,3.089357823
AT1G02370,0.576598509,0.558228121,0.889262757
AT1G02380,0.38485835,0.525078645,0.893989286
AT1G02390,0.787468926,1.831204842,0.356454946
AT1G02400,5.586616151,2.199728267,1.710170632
AT1G02405,0.348561659,0.116463067,0.054471527
AT1G02410,3.98654098,6.798158248,5.184571967
AT1G02420,2.822055438,4.744509961,1.738334538
AT1G02430,0.3766095,0.248442561,0.070424436
AT1G02440,0.16761192,0.103770795,0.014380788
AT1G02450,0.01506624,0,0
AT1G02460,0.907474639,0.628292757,0.256820541
AT1G02470,0.427070531,0.456003017,1.083324261
AT1G02475,2.976763124,4.658282489,18.5593628
AT1G02480,0,0,0
AT1G02490,0.031497542,0,0
AT1G02500,103.5437714,76.56068178,96.4747043
AT1G02510,0.060500804,0,0
AT1G02520,3.310724619,2.422532234,0.617617008
AT1G02530,0.042250434,0.03640678,0.029190854
AT1G02540,0,0,0
AT1G02550,0,0,0
AT1G02560,17.80154189,34.60722867,142.6719649
AT1G02570,1.180253443,0.673813793,0.243989293
AT1G02575,0.30480716,0.14677461,0.065379706
AT1G02580,0.069988739,0.03182954,0.011342593
AT1G02590,0,0,0
AT1G02600,0,0,0
AT1G02610,3.472855268,3.63652566,2.769702705
AT1G02620,0.040721334,0.03968418,0.039596559
AT1G02630,0.089493297,0.178532068,0.015356714
AT1G02640,51.98157613,31.73449526,6.373764466
AT1G02650,0.666248635,0.200512809,0.728826751
AT1G02660,10.71064941,3.870020175,5.380823386
AT1G02670,0.058857783,0.08332106,0.131031287
AT1G02680,4.067037644,3.11025085,1.645276327
AT1G02681,0.19617601,0.352946754,0.022010467
AT1G02690,2.69844398,2.38315363,4.458547069
AT1G02700,0.290725101,0.121423054,0.111058712
AT1G02705,6.147344234,8.812235364,5.559761246
AT1G02710,0,0,0
AT1G02720,2.73993253,2.859961845,3.688964462
AT1G02730,5.79676752,6.661494555,9.222346336
AT1G02740,1.84009204,1.275701927,0.891719065
AT1G02750,6.007892006,6.31928284,4.145630514
AT1G02760,3.857370222,4.962044571,0.750164951
AT1G02770,0.464365223,0.445119386,0.18875805
AT1G02780,53.34683887,54.24976198,123.0541093
AT1G02790,0,0,0
AT1G02800,5.864486411,0.343208289,0.495652048
AT1G02810,4.710744028,1.791684864,2.03559652
AT1G02813,0.014396116,0.033670687,0.083990861
AT1G02816,6.1637662,5.193693003,6.973443475
AT1G02820,0.10352501,0.255583624,3.305184484
AT1G02830,0.042185472,0,0.061530384
AT1G02840,44.68196589,23.57705201,10.57166628
AT1G02850,9.959017927,6.518007214,28.85854846
AT1G02860,11.50379008,8.578385686,3.300943996
AT1G02870,1.883902576,1.736564702,4.428807363
AT1G02880,5.547072396,10.36591348,4.508604161
AT1G02890,19.29584222,23.37690671,16.25849174
AT1G02900,5.869164949,4.151587855,5.354368217
AT1G02910,3.817957309,5.57147842,10.98591652
AT1G02920,4.224981102,2.108456771,14.79658621
AT1G02930,0.949706665,1.14764238,55.84712401
AT1G02940,0,0,0.589745061
AT1G02950,1.863871864,1.017183919,2.300340334
AT1G02952,0,0,0
AT1G02960,1.712359619,1.3178819,2.632790452
AT1G02965,0,0,0.027996954
AT1G02970,0.964850907,0.76958021,1.724845532
AT1G02980,0.03395354,0.022059172,0
AT1G02990,1.342555914,1.696905344,1.749107514
AT1G03000,12.46564697,14.07808733,5.954021649
AT1G03010,0.118460689,0.199649428,0.492939682
AT1G03020,0,0.016310021,0.427192745
AT1G03030,4.869523887,4.220225439,4.597244696
AT1G03040,9.876426769,9.553501725,8.225810841
AT1G03050,0,0,0
AT1G03055,0.008335939,0.750623083,2.45602406
AT1G03060,12.80706494,14.21593871,11.36863448
AT1G03070,1.632067353,2.471503989,0.460738329
AT1G03080,4.17336559,3.609637447,3.125707569
AT1G03090,57.30383109,25.94989181,10.03937461
AT1G03100,0.372557055,0.613338492,0.580329919
AT1G03103,0,0,0
AT1G03106,0.773814347,0.669880847,0.087947604
AT1G03110,2.874804833,4.468614762,5.382445414
AT1G03120,0.261878243,0.06447368,0
AT1G03130,12.7048433,21.18400447,25.00379819
AT1G03140,16.34890772,14.51772497,11.23097887
AT1G03150,13.3078478,9.063533035,6.735257256
AT1G03160,7.740156726,9.712777547,11.34877247
AT1G03165,5.104812171,5.825324255,4.743641745
AT1G03170,0.26016506,0.090323186,0.083008725
AT1G03180,0.726141179,0.814373718,0.807366812
AT1G03190,4.044461726,3.014516825,2.445616248
AT1G03200,3.659783215,2.089590496,0.785006327
AT1G03210,10.3891838,6.996984061,6.226369091
AT1G03220,423.7718621,442.1654595,60.0615938
AT1G03230,59.83620072,43.82439812,14.56904578
AT1G03240,0.102957231,0.100334955,0.050056711
AT1G03250,4.950644539,6.647720642,6.150400741
AT1G03260,6.849438475,6.199559876,4.838641912
AT1G03270,0.797699791,0.721411167,0.892016255
AT1G03280,5.112091634,4.513143777,2.632338471
AT1G03290,2.709099642,2.463591578,1.109660786
AT1G03300,0.177187365,0.332625577,0.523680724
AT1G03310,1.254146931,3.507815703,15.20821647
AT1G03320,0.254406681,0.109609855,0.078119888
AT1G03325,0.074494187,0.174232445,0.108654844
AT1G03330,9.325710975,5.353769614,2.985414515
AT1G03340,0.76609881,1.012444275,0.390638318
AT1G03350,7.923672543,6.637598863,4.842952541
AT1G03360,1.551390635,1.574009336,2.211146578
AT1G03365,1.151810208,1.570914855,2.30845089
AT1G03370,7.676010349,9.824790155,5.988169803
AT1G03380,22.4682517,23.53824937,9.697581203
AT1G03390,0.006772199,0,0
AT1G03395,0.57383295,0.671061208,0.119567776
AT1G03400,3.424805583,4.147064294,4.529331539
AT1G03410,7.2202058,2.843497158,0.340714059
AT1G03430,25.49912561,15.81492494,3.797218014
AT1G03440,11.76015821,9.504229758,9.839057975
AT1G03445,0.43602874,0.369780562,0.101950609
AT1G03457,3.289012848,2.800646854,2.01851469
AT1G03470,1.840310472,1.008059147,0.339269207
AT1G03475,30.60364798,49.68773469,71.09168628
AT1G03490,0,0,0
AT1G03495,0.014319249,2.436463325,0.490811584
AT1G03502,60.10504653,55.55722471,5.644333215
AT1G03506,142.8438876,62.07481463,4.248779075
AT1G03510,0.491661633,0.380822345,0.176952175
AT1G03515,0,0.15245339,0
AT1G03520,6.548865186,6.610641503,3.344148996
AT1G03530,2.278282672,2.818378308,2.31534136
AT1G03540,0.939113341,0.637316814,0.574873685
AT1G03545,0.07264913,0.215228315,0.494497278
AT1G03550,4.95679297,4.470824122,2.163177549
AT1G03560,1.116074583,1.079823837,0.866636241
AT1G03570,0,0,0
AT1G03580,0.636648761,0.281710388,0.112937299
AT1G03590,6.15881277,7.014367401,5.743968065
AT1G03600,23.12662116,88.33902965,131.907807
AT1G03610,41.01618227,25.85127568,9.224102719
AT1G03620,0.737438425,0.601459948,0.259248182
AT1G03630,0.541010384,4.256751162,46.74079667
AT1G03640,0,0,0
AT1G03650,0.820772274,1.05828631,1.059019298
AT1G03660,1.749187961,1.114101975,0.512539905
AT1G03670,0.005070917,0,0
AT1G03680,20.32220098,46.88873655,127.9926814
AT1G03687,1.475331832,1.654306639,4.560551637
AT1G03700,0.975633544,1.206512847,0.081783216
AT1G03710,0,0.021108931,0
AT1G03720,0,0,0
AT1G03730,4.135570277,3.273129894,0.786315701
AT1G03740,7.089566982,6.004830777,4.775469458
AT1G03743,35.11159339,72.36454226,10.31013743
AT1G03746,22.08533539,50.10515167,4.993009658
AT1G03750,1.05794085,0.972363859,1.183191388
AT1G03760,0.692763596,0.667176628,1.268006747
AT1G03770,0.477079792,0.345993508,0.345229575
AT1G03780,0.461884466,0.498594981,1.809069503
AT1G03790,22.84582099,9.621575863,0.221409871
AT1G03800,0.689304022,0.240114089,0.192522802
AT1G03810,0,0,0
AT1G03820,1.440837874,0.740217345,0.874637751
AT1G03830,0.547146958,0.687917758,0.768077346
AT1G03840,1.366695222,0.941833733,0.512593211
AT1G03850,22.95434199,13.32279698,2.869211746
AT1G03860,8.364820778,8.271224134,16.66215642
AT1G03870,432.1231142,78.20387381,72.11041148
AT1G03880,0.189679626,0.047052363,0
AT1G03890,0.098802816,0.07943624,0
AT1G03900,57.23426252,33.80700056,15.756794
AT1G03905,2.394564844,3.124601517,1.454616725
AT1G03910,5.488373715,4.147274856,2.492414009
AT1G03920,0.494229057,0.554086471,0.303836392
AT1G03930,7.79149451,10.58186603,10.93429764
AT1G03935,156.1141279,93.23839027,5.822400954
AT1G03940,0.004893779,2.203340959,0.556756938
AT1G03950,1.183605584,1.030066304,1.057233937
AT1G03960,5.289948469,5.115560269,2.987380149
AT1G03970,3.859162264,3.987160774,4.972946704
AT1G03980,0.199119406,0.284603617,0.314631646
AT1G03982,0,0,0
AT1G03987,0,0,0
AT1G03990,0.051183506,0.073668752,0.074654629
AT1G03993,0,0,0
AT1G03997,0,0,0
AT1G04000,21.64694061,15.07447565,3.911574386
AT1G04003,0,0,0
AT1G04007,0.020272716,0,0
AT1G04010,2.855619798,2.689668493,1.928674369
AT1G04013,0,0,0.054981969
AT1G04017,0,0,0
AT1G04020,0.582856936,0.730300915,3.94706246
AT1G04023,0,0,0
AT1G04030,1.042918616,0.864395918,0.71627805
AT1G04033,0.103429945,0.030238689,0
AT1G04037,0,0,0
AT1G04040,9.394910511,4.942522045,59.69112939
AT1G04043,0,0.127635396,0.07959599
AT1G04047,0.312181847,0.316399939,0.333914887
AT1G04050,0.406165083,0.350170894,0.488637925
AT1G04053,1.201702073,1.063481084,1.989624342
AT1G04057,0.050193944,0,0
AT1G04063,0,0,0
AT1G04067,0.072903049,0.063941616,0.079750546
AT1G04070,2.149319234,1.718083417,2.460323599
AT1G04073,0,0,0
AT1G04077,0.026640305,0.124616583,0.064761165
AT1G04080,11.26402178,10.86831227,11.46657842
AT1G04083,0,0,0
AT1G04087,0,0,0
AT1G04090,0.160144849,0.10924622,0.285489315
AT1G04093,0,0,0
AT1G04097,0,0,0
AT1G04100,2.547496159,1.460195768,0.900140589
AT1G04103,0.113343608,0.024852779,0
AT1G04105,0,0,0
AT1G04107,21.27049338,4.071980857,4.526701003
AT1G04110,0.153138468,0.624616036,2.805655723
AT1G04117,0.109638427,0.121092115,0.035536691
AT1G04120,17.42639066,24.69940225,15.65638968
AT1G04123,0.401386441,0.252751672,0.045034574
AT1G04127,1.713675401,0.50100865,0
AT1G04130,1.286976696,1.092599375,1.750796973
AT1G04133,0.645027864,0.208088039,0.032441968
AT1G04137,0.036310513,0,0
AT1G04140,81.44231182,56.99814689,23.61831037
AT1G04143,0,0,0
AT1G04147,0.033763552,0,0
AT1G04150,0.027541865,0.012883385,0.012051506
AT1G04153,0,0,0
AT1G04157,0,0,0
AT1G04160,1.005798453,1.392342203,1.87654856
AT1G04163,0.270250681,0.161874666,0.144211837
AT1G04167,0,0,0
AT1G04170,15.85843721,18.35039161,36.69948752
AT1G04173,0,0,0
AT1G04177,0.9603112,0.941890249,0.18073281
AT1G04180,0.739972577,0.259605287,0.597766371
AT1G04183,17.25726319,10.65943162,1.923629257
AT1G04187,20.80389149,23.9192542,7.56043109
AT1G04190,2.124817969,1.656559821,3.263323342
AT1G04193,51.34368569,60.41845101,9.127006901
AT1G04197,93.539011,41.78694839,2.549267445
AT1G04200,5.788500904,7.246991301,8.566499224
AT1G04203,0,0,0
AT1G04207,0,0,0
AT1G04210,9.965897607,13.19329204,13.18597959
AT1G04213,17.06594098,25.84500736,5.476204141
AT1G04217,93.53676333,64.79269058,3.993065519
AT1G04220,31.41919888,29.10099516,2.304078063
AT1G04223,87.68538821,97.3825344,12.63739417
AT1G04227,68.3980792,76.22669479,15.33844215
AT1G04230,1.70915527,1.175088458,1.41082798
AT1G04233,0,0.028001643,0.209548628
AT1G04237,0.031497542,0.036834376,0
AT1G04240,7.391252741,1.846992504,1.161925233
AT1G04243,0,0,0
AT1G04247,0.346582424,0.128744305,0.047577794
AT1G04250,50.16699864,16.53581002,5.280773925
AT1G04253,0,0,0
AT1G04257,0,0,0
AT1G04260,10.8886538,8.093889047,5.797457763
AT1G04267,15.88961005,13.56399586,9.876725325
AT1G04270,76.5951973,80.6658468,139.4118167
AT1G04273,6.974518241,9.909470323,9.982663798
AT1G04277,4.127294946,4.281669665,7.573473812
AT1G04280,10.35855023,10.67926883,6.168911238
AT1G04283,0,0,0
AT1G04287,0,0,0
AT1G04290,10.29755565,11.72262957,11.08049249
AT1G04293,0,0,0
AT1G04295,1.462353276,1.153343034,0.892859371
AT1G04297,0,0,0
AT1G04300,13.74210767,10.49951652,7.492756468
AT1G04303,0.118314297,0,0
AT1G04307,0,0,0
AT1G04310,9.31395423,6.473513883,4.108207844
AT1G04313,0,0,0.39340547
AT1G04317,0,0,0
AT1G04320,0,0,0
AT1G04323,0,0,0
AT1G04327,0,0,0
AT1G04330,0.202873218,0,0.098634801
AT1G04333,0,0,0
AT1G04337,0,0,0
AT1G04340,9.925708203,8.285053172,5.74371986
AT1G04343,0.456629232,0.504332294,0.148005517
AT1G04347,0,0.026707163,0
AT1G04350,0.358913425,1.216675454,12.37844789
AT1G04353,0.777370549,0.480838617,0.393567033
AT1G04357,0.036881208,0.086260464,0.242071892
AT1G04360,7.027611873,3.191834675,0.963899698
AT1G04363,0.133138547,0,0.679670727
AT1G04367,0,0,0
AT1G04370,0,0,0
AT1G04373,0,0,0
AT1G04377,0,0,0
AT1G04380,0.030084191,0.046908735,0.029253227
AT1G04383,0,0,0
AT1G04387,0,0,0
AT1G04390,4.140681785,4.069529026,1.536528715
AT1G04397,0.045344288,0.053027266,0.066137731
AT1G04400,24.52540873,20.16274316,16.67652709
AT1G04403,0,0,0
AT1G04407,0,0,0
AT1G04410,160.2939403,166.7320247,255.273273
AT1G04413,0,0,0.038029195
AT1G04417,0,0,0
AT1G04420,2.293201166,5.199462971,27.23868921
AT1G04425,0.534010845,0.360283722,1.348080888
AT1G04427,0,0,0
AT1G04430,17.40662301,27.27777962,25.02186899
AT1G04433,3.317804538,1.193834398,0.124083175
AT1G04437,0,0,0
AT1G04440,45.63668011,53.60177572,17.12024768
AT1G04443,0,0,0
AT1G04445,0.310224097,0.139533611,0.023204255
AT1G04447,0,0,0
AT1G04450,0,0,0
AT1G04453,0,0,0
AT1G04455,0,0,0
AT1G04457,0,0,0
AT1G04463,0.050956936,0.39329995,0.237837313
AT1G04467,0.0994308,0.046511204,0.029005319
AT1G04470,0,0.00303978,0.003791335
AT1G04473,0,0,0
AT1G04477,0,0,0
AT1G04480,27.00550211,22.754503,52.3470487
AT1G04483,0.124047589,0,0
AT1G04487,0,0,0
AT1G04490,0.131355203,0.052666825,0.093058247
AT1G04493,0,0,0
AT1G04497,0,0,0.088899418
AT1G04500,0.03896738,0.017088704,0.163405157
AT1G04503,0,0,0
AT1G04507,0.605565648,0.044260661,0
AT1G04510,13.16382405,15.14966562,21.17390892
AT1G04513,1.219106502,0.717818684,0.373038429
AT1G04517,0.11174128,0,0
AT1G04520,0.771719893,1.077376153,5.348809972
AT1G04523,0.037695854,0,0
AT1G04527,0,0,0
AT1G04530,5.961881219,8.210875471,10.10618382
AT1G04533,0.16761192,0.117606901,0
AT1G04537,0.022893335,0.428356841,1.636182944
AT1G04540,0.007674789,0,0.027985508
AT1G04543,0.054677287,0.042627744,0
AT1G04547,0,0,0
AT1G04550,12.09205043,8.125189797,2.15927201
AT1G04555,1.837473161,1.318083393,1.008483608
AT1G04557,0.045564406,0,0
AT1G04560,0.31836463,0.089867261,0
AT1G04563,2.827189018,3.65888135,0.714765601
AT1G04567,0.047405392,0,0
AT1G04570,0.776764628,0.690163472,0.240517519
AT1G04573,0,0,0
AT1G04577,0,0,0
AT1G04580,0.032619522,0.016689077,0.002973612
AT1G04583,0,0.146355254,0
AT1G04587,0,0,0
AT1G04590,1.158389859,1.238549399,2.828857217
AT1G04593,0,0,0
AT1G04597,0,0,0
AT1G04600,0.009767188,0.024747897,0.087851003
AT1G04603,0,0,0
AT1G04607,0,0,0
AT1G04610,2.338630357,0.903376568,0.547929107
AT1G04613,0.25055745,0.202853791,0
AT1G04620,11.82787989,11.89548104,7.38129226
AT1G04623,0,0,0
AT1G04625,1.018664694,0.765812376,2.104871747
AT1G04630,2.708788619,1.723848797,3.932576128
AT1G04635,0.06473288,0.090841192,0.302135401
AT1G04640,2.3533883,5.536185299,11.54141861
AT1G04643,0.562115457,0.396895604,0.123756026
AT1G04645,0,0,0.027713584
AT1G04647,1.041977353,0.366548583,0.148272675
AT1G04650,0.134128641,0.409743493,1.105940906
AT1G04653,0,0.053027266,0
AT1G04657,0,0,0
AT1G04660,1.048110956,0.647981121,0.097372051
AT1G04667,0,0,0
AT1G04670,0,0,0
AT1G04673,0,0,0
AT1G04677,0,0.076759749,0
AT1G04680,35.73479677,17.68224097,17.53890357
AT1G04683,0,0,0
AT1G04687,0,0,0
AT1G04690,18.28834601,17.93511324,27.01514628
AT1G04693,0,0,0
AT1G04697,0.014597617,0,0
AT1G04700,0.399755858,0.414061774,0.606393985
AT1G04703,0,0,0
AT1G04707,0.397359152,0.389331768,0.360276588
AT1G04710,0.785931493,1.667504539,4.298754746
AT1G04713,0,0,0.045183202
AT1G04717,0,0,0
AT1G04720,0,0,0
AT1G04723,0,0,0
AT1G04730,0.478391284,0.721216404,1.210582432
AT1G04737,0,0,0
AT1G04743,0.146507818,0.125643168,0.042738326
AT1G04747,0,0,0
AT1G04750,13.3735877,11.2291931,11.3242493
AT1G04753,0.033522384,0.0392023,0
AT1G04760,0.954865971,0.995114443,1.127453794
AT1G04763,0,0,0
AT1G04767,0.027049762,0.021088653,0.078907841
AT1G04770,1.476655797,1.017305796,1.439422817
AT1G04773,0,0,0
AT1G04778,0.57557301,0.414212983,0.064577879
AT1G04780,12.24282856,13.66090405,4.49565003
AT1G04783,0.031131899,0,0
AT1G04787,0,0,0
AT1G04790,1.835627749,1.859366095,3.080489243
AT1G04793,0,0,0
AT1G04797,0,0,0
AT1G04800,12.41144237,6.765545943,17.82299157
AT1G04803,0,0,0
AT1G04807,0,0,0
AT1G04810,24.80597867,30.66110616,16.02606758
AT1G04813,0,0.089241009,0
AT1G04817,0,0,0
AT1G04820,221.0701734,113.0856084,109.4268392
AT1G04823,0,0,0.017872729
AT1G04827,0,0,0
AT1G04830,6.166800836,4.379869764,3.780868215
AT1G04833,0,0,0
AT1G04837,0.218987738,0.300246096,0.055070436
AT1G04840,0.375033997,0.369542955,0.5115581
AT1G04847,0,0,0
AT1G04850,7.542617505,7.620456803,11.95518683
AT1G04853,0,0,0
AT1G04857,0,0,0
AT1G04860,4.627610087,5.890607409,5.666549223
AT1G04863,0,0,0
AT1G04867,0,0,0
AT1G04870,7.24462839,6.04187972,6.887353916
AT1G04873,0.039109448,0,0
AT1G04877,0,0,0
AT1G04880,0.047807814,0.142876521,0.108470371
AT1G04883,0,0,0
AT1G04887,0.22945803,0.218023488,0.031376265
AT1G04890,0,0,0
AT1G04893,0,0,0
AT1G04895,0,0,0
AT1G04900,0.774069353,1.145774264,3.071285194
AT1G04903,0,0,0
AT1G04910,5.926284322,4.088106344,6.724475757
AT1G04913,0,0,0
AT1G04917,0.077786748,0.151611106,0.170185902
AT1G04920,0.147550262,0.136224209,0.309603378
AT1G04923,0,0.018510361,0
AT1G04927,0,0,0
AT1G04930,3.787874919,2.680931496,1.559222048
AT1G04933,2.381155536,1.302891032,0.488567476
AT1G04937,0,0,0
AT1G04940,10.46749034,19.29617059,35.91759101
AT1G04943,0,0,0
AT1G04945,5.460145931,9.821638968,17.94069864
AT1G04947,0,0,0
AT1G04950,3.781517858,3.103003904,4.044001788
AT1G04953,0.329824921,0.14464099,0.100223355
AT1G04957,0,0,0
AT1G04960,4.280521328,4.339603462,2.834393805
AT1G04963,0,0,0
AT1G04967,0,0,0
AT1G04970,6.87063964,8.746518962,10.30404886
AT1G04973,0,0,0
AT1G04977,0.367800452,0.240866797,0.04291696
AT1G04980,2.916668618,3.53596752,4.944023534
AT1G04983,0,0,0.172569458
AT1G04985,2.578790752,1.79495546,1.122596042
AT1G04987,0,0,0
AT1G04990,5.313812724,5.043449506,6.179419775
AT1G04997,0,0.135514124,0
AT1G05000,4.291418298,4.286513455,4.786266424
AT1G05003,0,0,0
AT1G05005,0,0,0
AT1G05007,0,0.077029081,0
AT1G05010,15.56806702,24.82487582,88.24962068
AT1G05013,0,0,0.055203671
AT1G05017,0,0.19777737,0.185006897
AT1G05020,0.701541652,0.664741188,1.080967855
AT1G05023,0.368746225,0.235213801,0.04889468
AT1G05027,0.323664398,0.181024115,0
AT1G05030,2.268737137,3.549661011,2.940167646
AT1G05033,0.019000542,0.333298908,0.027713584
AT1G05035,0,0,0
AT1G05037,0,0,0
AT1G05040,0,0,0.013541553
AT1G05043,0.098976459,0.077164457,0.096242604
