Gene.ID,FPKM.WT_D,FPKM.WT_DTL6h,FPKM.WT_WL
AT3G63000,52.90390578,35.16603699,8.760614173
AT3G63003,0,0,0
AT3G63006,0,0.150364987,0
AT3G63010,28.89994488,31.74021252,5.297603074
AT3G63020,0,0,0
AT3G63030,2.974293732,2.911142108,2.640649528
AT3G63040,0,0,0
AT3G63050,0.201727621,0.124892284,0.051923554
AT3G63052,34.38486953,44.01689423,85.37649923
AT3G63060,0.726601929,0.821855329,0.069494976
AT3G63070,8.237620665,11.98781379,7.999783425
AT3G63080,20.16035591,13.36788147,9.857646561
AT3G63088,0.292558988,0.028510764,1.173472316
AT3G63090,1.096499755,1.228578508,2.051483203
AT3G63093,0.030654042,0,0.008942201
AT3G63095,0.012465163,0,0.199994175
AT3G63110,3.763521438,2.609094264,4.80729205
AT3G63120,33.93339765,38.60318677,8.050615326
AT3G63130,4.186560009,5.596032181,7.498638141
AT3G63140,14.03949893,79.47119008,209.1451542
AT3G63150,20.0495292,19.29138864,8.207992371
AT3G63160,29.70519919,25.54908529,208.8720775
AT3G63170,5.500407509,4.128242223,29.92221359
AT3G63180,6.976507651,4.933249361,4.350485336
AT3G63190,9.400707951,15.80636743,33.56281268
AT3G63200,29.89377792,64.27381704,21.93168997
AT3G63210,68.25236231,53.51627313,6.644031747
AT3G63215,0.375450702,0.439065762,0.182540138
AT3G63220,9.615667154,8.277194419,2.530374367
AT3G63230,0,0,0
AT3G63240,2.677627891,2.097640843,2.09206488
AT3G63250,5.071674601,3.672432763,2.524011785
AT3G63255,0,0,0
AT3G63260,44.47741154,30.31132099,10.42447357
AT3G63270,5.818235761,5.177662288,4.254542618
AT3G63280,2.314870339,2.754922428,1.067800154
AT3G63290,1.76568547,1.900349228,1.429190228
AT3G63300,1.168718137,0.774131025,0.978844855
AT3G63310,92.5181097,47.05134466,14.50244755
AT3G63320,0.240380022,0.267723026,0.041739361
AT3G63340,9.90425376,12.22470206,5.370040811
AT3G63350,0.121561282,0,0
AT3G63360,0.708802812,0.226063607,0.031328399
AT3G63370,1.103617583,2.626392786,3.082578169
AT3G63380,4.982444828,4.563928349,0.780397933
AT3G63390,17.64939195,9.944651875,2.779056588
AT3G63400,7.709296794,6.928948467,3.709537098
AT3G63410,33.32435323,116.8073004,176.5482345
AT3G63420,5.256309822,2.320776171,1.512475429
AT3G63430,2.760666923,0.393236695,0.593396734
AT3G63440,1.842645446,0.486757011,0.736709077
AT3G63445,1.85495352,2.003296808,1.888728615
AT3G63450,0.742395565,0.479900972,0.538696552
AT3G63460,69.00644839,70.92446611,38.59338442
AT3G63470,22.70353601,3.611972615,1.550421044
AT3G63480,0.356104148,0.391579035,0.837245254
AT3G63490,25.76341673,43.30522053,80.75692167
AT3G63500,6.647498257,5.984433545,5.556591376
AT3G63510,4.979217396,6.141504037,10.51129169
AT3G63520,16.60946462,34.24872108,67.48833145
AT3G63530,15.45159521,15.37943801,2.085532289
AT3G63540,14.05115373,7.144728759,5.014752717
AT3G66652,0.245304522,0.592650512,0.601564642
AT3G66654,4.127141296,4.161370537,8.92687634
AT3G66656,0,0,0
AT3G66658,8.46147318,8.356114713,8.992503641
AT4G00005,0,0,0
AT4G00020,0.643440248,0.871408491,2.415592993
AT4G00026,2.000713515,2.513735279,2.789552021
AT4G00030,8.63432898,5.200260924,7.960918312
AT4G00040,5.345912259,2.836570534,2.696008261
AT4G00050,1.313878383,10.42955787,17.70474801
AT4G00060,5.450586112,6.013014389,4.859608636
AT4G00070,0.276744989,0.143838087,0.067275235
AT4G00080,1.581432588,1.218418368,0.814103688
AT4G00085,0,0,0
AT4G00090,10.79500809,10.52734424,8.421337237
AT4G00100,57.05075666,59.54237132,175.7253687
AT4G00110,22.76131177,17.79555982,4.67389056
AT4G00114,0,0,0
AT4G00120,0.02449124,0,0
AT4G00130,0.116665472,0.086820913,0.077347516
AT4G00140,0,0,0
AT4G00150,36.64468966,13.15240499,6.020105571
AT4G00155,0,0,0
AT4G00160,0,0,0
AT4G00163,0,0,0
AT4G00165,0.850952826,7.237347726,23.35661244
AT4G00170,4.868351286,4.444878837,5.05628843
AT4G00180,14.78471057,9.104280544,8.837628115
AT4G00190,0,0,0.009607376
AT4G00200,3.779320738,3.465427532,0.563767839
AT4G00210,1.019482242,0.57555437,0.06409415
AT4G00220,4.229826231,1.585292285,0.175198487
AT4G00225,0,0,0
AT4G00230,9.299066986,6.930255757,3.093210812
AT4G00231,11.45096801,8.2636821,3.600272618
AT4G00232,0,0,0
AT4G00234,0,0,0
AT4G00236,0,0,0
AT4G00238,0.717891799,0.619839085,0.841589628
AT4G00240,2.1229796,1.560253997,0.66292693
AT4G00250,0.073444973,0.042944617,0.149974292
AT4G00260,0,0,0
AT4G00270,2.162148349,1.688142412,1.131600449
AT4G00280,0.478004365,0.914720338,0.443673947
AT4G00290,6.563823454,10.28580631,5.47914992
AT4G00295,0.013399383,0,0
AT4G00300,32.97254805,17.30184899,17.57639479
AT4G00305,0.849009124,0.533203815,0.160525247
AT4G00310,1.364047513,0.797583489,0.807641618
AT4G00315,0,0,0
AT4G00320,0,0,0
AT4G00330,12.75213797,11.44330359,11.07556383
AT4G00335,12.44747893,9.233244918,2.10054862
AT4G00340,11.4940177,11.02709481,6.341861492
AT4G00342,0,0,0
AT4G00350,0.091549837,0.095792068,0.056223862
AT4G00355,44.54974743,26.50273529,7.002436695
AT4G00356,0,0,0
AT4G00360,130.3780106,110.2669557,42.00483447
AT4G00370,8.980470259,32.40379602,25.38019894
AT4G00380,0.271302815,0.203621956,0.608335878
AT4G00390,0.21410912,0.250387024,0.604437543
AT4G00400,37.06589133,35.53400086,14.89648123
AT4G00413,0,0,0
AT4G00416,0,0,0.055652481
AT4G00420,4.706009308,4.381623345,2.901486762
AT4G00430,25.00813453,53.06018582,69.64422199
AT4G00440,1.95770723,2.605646219,3.3443961
AT4G00450,14.73955201,17.81764613,9.558659592
AT4G00460,0.26742752,0.251216982,0.473189055
AT4G00467,0,0,0
AT4G00480,0.157311746,0.623440677,1.421314622
AT4G00490,2.056567728,2.199652451,4.11861242
AT4G00500,4.534885173,5.043621549,2.273713345
AT4G00520,7.789715084,8.450612568,5.258556227
AT4G00525,0.820429311,0.601682711,0.608467127
AT4G00530,2.061005835,1.161549635,1.158985003
AT4G00540,0,0,0
AT4G00550,3.038108325,3.364050712,2.169161894
AT4G00560,24.8124493,9.887132453,5.943955541
AT4G00570,20.746058,16.58692879,14.91329525
AT4G00580,0,0,0
AT4G00585,28.05719214,26.67666132,42.86852632
AT4G00590,3.315420602,2.344164662,0.686845943
AT4G00600,0.010060308,0,0
AT4G00610,0,0,0
AT4G00620,1.119093122,1.856951061,6.183522667
AT4G00630,5.550522653,7.464117954,13.16210469
AT4G00650,2.062235112,1.966584035,1.316767615
AT4G00651,0.130364827,0.190566737,0.047536494
AT4G00660,16.23837449,15.29879386,11.57356959
AT4G00670,0.036310513,0,0.185364744
AT4G00680,0.536358145,0.399863462,2.024239745
AT4G00690,0.333240268,0.500119285,0.785786689
AT4G00695,0.136788077,0.159964972,0.199514724
AT4G00700,13.43086247,11.04047942,2.346836308
AT4G00710,14.86429307,26.28098363,17.86767712
AT4G00720,83.13274662,37.84315773,16.3563193
AT4G00730,19.49621119,33.57802292,14.08682492
AT4G00740,15.55944619,18.9539423,13.14621109
AT4G00750,2.787335262,3.230157328,3.085875321
AT4G00752,5.682987453,5.553844915,4.708788381
AT4G00753,0.018404446,0,0
AT4G00755,7.105034303,11.71521175,9.156124382
AT4G00760,2.582966937,2.263830898,2.546882461
AT4G00770,0.041996723,0.030695313,0.237363435
AT4G00780,1.211751752,0.997195122,12.30649701
AT4G00800,11.63231014,11.85042422,8.838870094
AT4G00810,40.44276776,42.12586155,64.06031781
AT4G00820,5.601696172,1.882005857,3.224331218
AT4G00830,4.903458745,2.816502691,2.754944526
AT4G00840,10.00096792,9.92663395,4.110175293
AT4G00850,1.18829515,1.02744345,1.207715055
AT4G00860,23.42544199,19.13072249,55.34877756
AT4G00870,0,0.013394319,0.050117793
AT4G00872,0,0,0
AT4G00880,1.248727389,1.983584235,5.357816135
AT4G00883,0,0.026513633,0
AT4G00889,0,0,0
AT4G00890,1.376562601,0.26830043,0.157475317
AT4G00891,0,0,0
AT4G00893,0.086909885,0.039090613,0.029253227
AT4G00895,14.5947688,28.10841561,75.5856915
AT4G00900,5.136628117,5.741140229,4.090215649
AT4G00905,0.79380313,1.112545588,1.546700653
AT4G00910,0.370854199,0.45506955,0.289504393
AT4G00920,0.009932558,0.011615496,0.014487313
AT4G00925,0,0,0
AT4G00930,0.18567813,0.244977093,0.548592603
AT4G00940,2.841186375,2.468399734,0.469772414
AT4G00950,0.51580882,0.467271999,2.310008713
AT4G00953,0,0,0
AT4G00955,1.19824692,1.705590726,1.765378511
AT4G00960,0.121154269,0.082026552,0.213914224
AT4G00970,0.003881831,0.022697775,1.78350321
AT4G00975,1.153964835,0.843430388,0.345644059
AT4G00980,0.233435225,0.253942025,0.601780675
AT4G00985,0,0,0
AT4G00990,2.336678597,2.77173605,3.155252143
AT4G01000,14.94868361,5.213181871,3.67006821
AT4G01010,0.822887318,0.485069088,1.068503837
AT4G01020,3.34533639,3.386121292,1.564907467
AT4G01023,0,0.010297039,0
AT4G01026,6.547678566,7.099410104,6.867336644
AT4G01030,0.746871769,1.137476067,1.16029862
AT4G01037,1.033437537,3.780844062,4.743277829
AT4G01040,2.479738,3.71616325,8.019620545
AT4G01050,8.872268676,20.5832383,96.30635772
AT4G01060,0.201545622,0.168353436,0.251972583
AT4G01070,39.03750507,37.00052716,18.9081755
AT4G01080,0.235216728,0.550142065,2.809985418
AT4G01090,3.07540695,5.941553567,5.286706605
AT4G01100,21.9882404,16.15241926,18.93594051
AT4G01110,1.174347163,0.537387832,0.645427505
AT4G01120,15.33783078,9.795270921,3.241603005
AT4G01130,1.14363368,1.847602992,1.896654638
AT4G01140,3.844435328,1.176538494,0.344312236
AT4G01150,14.0001923,44.46235565,426.75978
AT4G01160,0,0,0
AT4G01170,0,0,0
AT4G01180,0,0,0
AT4G01190,0.108721246,0.091825208,0.149767488
AT4G01200,2.270871179,1.563876706,1.202213275
AT4G01210,10.61955568,10.47797714,8.610571255
AT4G01220,4.953626181,4.359695294,3.16413979
AT4G01230,0.069143776,0.070751849,0.113457268
AT4G01240,0.303394506,0.271644221,0.428692748
AT4G01245,0,0,0
AT4G01250,10.60379244,3.137366588,8.01194271
AT4G01260,0,0,0
AT4G01265,0,0,0
AT4G01270,0.065561822,0.115005584,0.223128225
AT4G01280,2.816716083,3.572540873,2.779551523
AT4G01290,24.71420353,27.7018964,14.93032396
AT4G01310,15.54133324,27.05305635,89.35178216
AT4G01320,20.04833843,19.3743096,14.48801581
AT4G01330,50.98182637,27.22587047,5.27513401
AT4G01335,0.543948119,0.044379962,0.07380329
AT4G01340,1.405872671,0.499671021,0.34176017
AT4G01350,16.07495535,10.60804327,2.656902358
AT4G01355,0,0,0
AT4G01360,0.474373359,0.236693133,0.21218446
AT4G01370,11.35398314,14.10014213,16.22347146
AT4G01380,0.074141134,0.190747369,0.713723288
AT4G01390,0.22844884,0.197463438,1.941299881
AT4G01395,6.738368177,6.224423919,6.490853461
AT4G01400,1.521933561,1.531624751,1.423883829
AT4G01410,21.75975197,3.841825418,6.725734847
AT4G01420,0,0,0
AT4G01430,6.482479636,2.904997036,1.778525514
AT4G01435,0.069631065,0.016285822,0.04062466
AT4G01440,3.317634656,2.139686836,1.356433053
AT4G01450,6.659679064,5.923409842,6.604934779
AT4G01455,0,0,0
AT4G01460,1.134876065,1.431484203,2.515468639
AT4G01470,0.00853297,0,0
AT4G01480,25.42896314,26.49944818,23.8785318
AT4G01500,0.19055291,0.07188372,0.179312513
AT4G01505,0,0,0
AT4G01510,1.340017239,0.841039524,1.380706348
AT4G01516,0,0,0
AT4G01520,0.010325927,0.048302064,0
AT4G01533,0.01757728,0,0.02563766
AT4G01535,0,0,0
AT4G01540,0.843173186,2.127112378,1.237560258
AT4G01550,2.171564346,3.041432674,1.922782619
AT4G01560,3.049879649,5.711237065,6.739796062
AT4G01570,1.068262932,1.004747491,1.624673768
AT4G01575,1.940674235,1.290497341,0.703026207
AT4G01580,0.17496332,0.469395963,2.086601907
AT4G01590,9.129902523,11.4505256,11.18158863
AT4G01593,2.045635772,1.757564948,3.420090429
AT4G01595,0.036953809,0.057620179,0
AT4G01600,0.768327385,0.685461316,0.439020585
AT4G01610,45.01835991,32.46499143,9.6060487
AT4G01630,2.60967329,1.390841862,1.460154705
AT4G01640,0.062367226,0,0
AT4G01650,4.272154993,2.705870394,2.783585493
AT4G01660,2.729597562,13.47090724,5.969015467
AT4G01670,6.897361242,3.985453949,0.521995195
AT4G01671,0.053944066,0,0.078681094
AT4G01680,5.258077243,3.388217632,3.710340062
AT4G01690,30.06311189,50.5388057,55.17184604
AT4G01700,2.837256855,3.590703437,12.99606417
AT4G01703,0,0,0
AT4G01710,2.552485483,2.413379791,2.917649747
AT4G01720,10.74366623,4.852239575,7.013753765
AT4G01730,1.229527799,1.229824668,1.533886611
AT4G01735,0.100387888,0.01956621,0.122018809
AT4G01740,2.247146236,1.748194458,1.502531764
AT4G01750,11.02360555,12.55233432,5.829454135
AT4G01760,0.216273446,0.11634231,0.088325873
AT4G01770,0.559131273,0.452143133,0.71142069
AT4G01780,0,0,0
AT4G01790,0.565936719,0.306700348,1.127453794
AT4G01800,6.902939505,9.759661829,12.74787288
AT4G01810,14.87453008,13.51886737,11.47644322
AT4G01820,0.076794482,0.040557671,0.021679351
AT4G01830,0.141293412,0.05697713,0.042638496
AT4G01840,5.582612168,4.316938554,1.340220706
AT4G01850,82.88419403,59.17361671,95.9228937
AT4G01860,7.066292069,7.843477532,4.900131351
AT4G01865,3.857370222,3.157664727,0.937706188
AT4G01870,16.02297996,17.88859165,71.28739357
AT4G01880,1.592057581,1.459980722,2.539301493
AT4G01883,0.441382162,1.475919075,11.53785112
AT4G01890,0.174297953,0.052844916,0.065910297
AT4G01895,0.044379516,0,0.161826363
AT4G01897,2.081181344,1.682432049,5.989598279
AT4G01900,2.826546475,1.891807971,11.6161906
AT4G01910,9.736775142,6.181809524,1.813115787
AT4G01915,0.674617708,1.608188347,3.35876377
AT4G01920,2.480901408,2.041129913,1.128369306
AT4G01925,0.757720891,0.731037848,0.345371099
AT4G01930,1.113773021,0.766168733,0.172007343
AT4G01935,2.642352627,2.582739777,6.874016752
AT4G01940,7.079686996,6.261117144,19.69468933
AT4G01950,57.7143131,15.59688601,8.16302022
AT4G01960,8.864044748,4.794580979,1.904243753
AT4G01970,0.174357911,0.475767854,2.064172923
AT4G01985,0.075875677,0.041756135,0
AT4G01990,0.373001142,0.644536039,0.876972193
AT4G01995,2.652320498,6.754857877,7.618973186
AT4G02000,0,0.008430602,0
AT4G02005,5.07293778,6.067543895,1.062585754
AT4G02010,24.03751428,22.87743185,7.261077071
AT4G02020,2.231410649,3.461045861,3.693179107
AT4G02030,3.029787293,3.1880404,4.822681576
AT4G02040,0.170866521,0.412956269,1.977148946
AT4G02050,11.12143535,12.43180466,3.604749056
AT4G02055,0,0,0
AT4G02060,3.235055592,4.951713718,6.630775682
AT4G02070,3.07854719,2.275439732,2.103685807
AT4G02075,2.213022428,2.134347454,3.19074225
AT4G02080,101.8217302,64.99489013,24.06855538
AT4G02090,7.611144404,5.644724984,0.266007325
AT4G02100,12.88413129,6.17085611,3.894915211
AT4G02110,0.359767427,0.365300295,1.156324951
AT4G02120,11.3540903,11.54954784,11.17457884
AT4G02130,15.3753863,18.65204177,8.969483371
AT4G02140,0.282807022,0.450470068,1.649973196
AT4G02150,2.505373825,3.246759362,8.623790477
AT4G02160,0.893347497,0.200355954,0
AT4G02170,0.463372701,0.222311778,0.0866488
AT4G02180,2.512198083,1.980774158,0.441629366
AT4G02190,0.075848627,0.072068875,0.027657597
AT4G02195,2.134285773,2.245425963,1.47281774
AT4G02200,4.206857259,3.896929052,3.36489652
AT4G02210,1.259192061,1.562471606,1.605287696
AT4G02220,8.272824915,5.881468302,3.216681515
AT4G02230,4.498864616,2.510997005,6.233805367
AT4G02235,0,0,0
AT4G02250,0,0,0
AT4G02260,4.166762275,13.70384086,15.34288281
AT4G02270,19.73078871,9.464486444,7.426217792
AT4G02280,3.599762058,8.272658533,1.076243175
AT4G02290,63.76286044,3.879106367,4.114216137
AT4G02300,0,0,0
AT4G02310,0.008939302,0.020907893,0
AT4G02320,0.098619622,0.054272653,0.025384135
AT4G02330,2.068964938,0.893447772,16.47983071
AT4G02340,6.619713436,5.668061437,6.714919015
AT4G02350,30.55459818,24.01044936,8.305257154
AT4G02360,1.74110681,1.484985318,0.973801992
AT4G02370,32.0779496,27.38405861,17.3708954
AT4G02380,111.20012,47.53521886,141.6571815
AT4G02390,0.473905484,0.695975083,2.668443896
AT4G02400,0.909014905,1.352953926,2.320255239
AT4G02405,2.304182261,2.451270264,4.417381419
AT4G02410,12.4991212,14.70061351,4.26777451
AT4G02420,0.133653118,0.772562824,2.478550491
AT4G02425,5.726544712,4.433763656,1.718514273
AT4G02430,10.47701368,6.861624331,2.389439028
AT4G02440,17.85486304,11.99065274,8.589504185
AT4G02450,25.08010687,28.27583507,28.81700312
AT4G02460,0.525105876,0.810983431,1.227941792
AT4G02465,0.022033492,0.206134161,0.096412045
AT4G02480,64.01756277,56.89037802,33.18266783
AT4G02482,0.203708644,0.146599587,0.457112199
AT4G02485,0.559383621,0.820476424,1.41053743
AT4G02489,0,0,0
AT4G02500,41.3721944,24.79929722,15.12898007
AT4G02510,24.35823659,47.41747008,25.21293245
AT4G02520,59.61651776,19.34904012,49.84797651
AT4G02530,1.297833603,4.122361414,15.19268053
AT4G02540,12.70989772,8.850060912,7.886412364
AT4G02541,0,0,0
AT4G02550,0.666292794,0.742082978,0.617037086
AT4G02555,156.9729742,190.9358347,14.05078694
AT4G02560,4.076632503,4.459575288,4.873671469
AT4G02570,38.39982235,34.90288284,24.55606887
AT4G02580,25.77194309,29.72579321,46.32161229
AT4G02590,29.81620787,25.94963909,10.6334061
AT4G02600,12.0010135,9.986785971,6.368532047
AT4G02610,1.997277708,1.096567837,6.482819088
AT4G02620,49.14329532,53.74301072,47.63024066
AT4G02630,1.648727372,2.410102501,0.88276776
AT4G02640,5.300097952,6.610069137,7.058675372
AT4G02650,0.058637994,0.039184807,0.012218215
AT4G02655,0,0,0
AT4G02660,0.697508679,0.598862571,0.899120228
AT4G02670,0.030594092,0.01431114,0.142795414
AT4G02680,16.94958229,25.95386664,15.23682144
AT4G02690,0.086575873,0.025311247,0.021046134
AT4G02700,2.079957811,1.047208019,1.128012561
AT4G02710,0.926881153,1.251146316,0.919900995
AT4G02715,26.63579046,23.00433695,10.04299858
AT4G02720,2.055197161,1.940991936,0.994155685
AT4G02725,1.574094556,2.162754918,4.832778499
AT4G02730,4.097008233,3.295528237,1.528193996
AT4G02733,0,0,0
AT4G02735,0.050060094,0,0
AT4G02740,8.134416009,6.750146062,5.454812718
AT4G02750,0.169609602,0.248989619,0.34213117
AT4G02760,4.199947309,3.296671043,1.793152437
AT4G02770,29.91355457,59.29710887,138.2451799
AT4G02775,0,0,0
AT4G02780,0.133337632,0.254411937,0.143302538
AT4G02785,0,0.017070986,0
AT4G02790,2.639691806,8.30764042,10.99264759
AT4G02795,2.084433572,1.418247414,0.773891568
AT4G02800,0.449278006,0.546702194,4.702238678
AT4G02805,0.09985391,0,0
AT4G02810,0.350888506,0.130563311,0.407109484
AT4G02815,3.348508517,1.373988824,0.628354439
AT4G02820,1.092581407,1.055954214,1.290687845
AT4G02825,5.126593103,2.390580403,0.4839291
AT4G02830,1.086456015,0.72899913,0.155869188
AT4G02835,0,0,0.063676792
AT4G02840,3.928073034,3.311688229,4.180435643
AT4G02845,6.791486024,5.629798771,2.275667054
AT4G02850,3.071375189,3.464635719,6.818825619
AT4G02855,0,0,0
AT4G02860,15.39721316,15.40257474,10.53760781
AT4G02865,0,0,0
AT4G02870,0,0,0
AT4G02875,0.171946711,0.153767643,0.221290577
AT4G02880,9.254262297,7.982644544,3.881173549
AT4G02885,20.84380641,14.65085591,1.18549112
AT4G02890,21.04886264,18.84871498,32.69999724
AT4G02895,0.045126286,0.105544654,0.043879841
AT4G02900,0.418355758,0.768806504,1.683785958
AT4G02905,0.027688105,0,0
AT4G02910,0,0,0
AT4G02915,0,0,0
AT4G02920,6.681167562,24.60957571,51.91872407
AT4G02925,0.094176597,0.073422368,0.09157532
AT4G02930,14.47484819,15.95016321,24.15246898
AT4G02935,0,0,0
AT4G02940,6.661348601,5.905562881,10.01912036
AT4G02945,0,0,0
AT4G02950,0,0,0.014305653
AT4G02955,0,0,0
AT4G02965,0,0.081915254,0.255419969
AT4G02970,0,0,0
AT4G02975,0.133707515,0.125089961,0.097510757
AT4G02980,4.706479174,3.589518671,3.04954496
AT4G02985,0.080453722,0,0
AT4G02990,2.120202744,9.975431532,20.08464556
AT4G02995,1.322541723,0.724705968,0.606262536
AT4G03000,1.794193998,2.707656846,3.622561299
AT4G03005,0.059406757,0.013894486,0
AT4G03010,3.530052792,1.598772068,1.391372519
AT4G03015,0.082982719,0.05391279,0
AT4G03020,10.28075096,20.03780937,14.39649789
AT4G03025,0,0,0
AT4G03030,71.94977191,34.41404892,9.625459558
AT4G03035,0.050797599,0.019801523,0.008232418
AT4G03038,0,0,0
AT4G03040,0,0,0
AT4G03045,0,0,0
AT4G03050,0.005214593,0,0.030423356
AT4G03055,0,0,0
AT4G03060,0.008960637,0.026197241,1.052110819
AT4G03063,0.026665533,0,0
AT4G03065,3.763157954,3.692603759,4.921012937
AT4G03070,1.71287861,2.748652275,1.949385271
AT4G03075,0.103907021,0.081008443,0.050518488
AT4G03080,31.51515673,31.40371369,14.71582789
AT4G03085,0.624135285,0.907043537,1.051756444
AT4G03090,1.829461398,2.881631986,2.522231992
AT4G03095,0,0,0
AT4G03100,0.562774071,0.769775359,2.73370469
AT4G03105,0,0,0
AT4G03110,9.309435882,13.80691107,12.42667515
AT4G03113,0.347639539,0.580774817,0.217309688
AT4G03115,2.143777154,1.921396688,1.430622113
AT4G03120,6.929049533,7.844284651,6.934299146
AT4G03125,0,0,0
AT4G03130,0.092823057,0.052104323,0.11372655
AT4G03135,0,0,0
AT4G03140,0.57108336,0.496603241,1.623211836
AT4G03150,4.377683077,9.516102935,17.67183846
AT4G03153,0,0,0
AT4G03156,0,0,0
AT4G03157,0,0,0
AT4G03160,0,0,0
AT4G03165,0,0,0
AT4G03170,0,0,0
AT4G03175,0.031131899,0.01820339,0.136223984
AT4G03180,1.431936875,1.89538028,2.570556847
AT4G03185,0.970993194,0.236565605,0.413075743
AT4G03190,25.48912842,15.96431019,11.05137583
AT4G03195,0.035607995,0,0.020774674
AT4G03200,5.981383241,8.335619291,9.638486818
AT4G03205,5.162952328,4.082271819,2.858944035
AT4G03210,7.294962845,13.32158898,21.88149066
AT4G03215,0,0,0
AT4G03220,0,0.007332428,0.045726487
AT4G03225,0,0,0
AT4G03230,0.81071865,0.820189968,1.016038382
AT4G03235,0,0,0
AT4G03240,2.97613361,3.116296018,5.502917332
AT4G03245,0,0,0
AT4G03250,1.198046209,1.356911777,1.162661432
AT4G03255,0,0,0
AT4G03260,12.55271924,21.14009914,23.64341662
AT4G03265,0,0,0
AT4G03270,0.291498992,0.354525149,0.425171129
AT4G03275,0.657797725,0.90239257,0.166057403
AT4G03280,37.00503833,121.0738875,493.2334551
AT4G03285,0.130364827,3.963788129,2.281751725
AT4G03290,0,0.010042675,0.012525627
AT4G03292,0.237153036,0.175159214,0.946684226
AT4G03295,40.50915464,87.37986382,19.09465917
AT4G03298,0,0,0.018883463
AT4G03315,3.854401028,2.766202467,0.3573828
AT4G03320,26.36426052,23.26599455,1.938860632
AT4G03325,0,0,0
AT4G03330,0.712607735,0.319871529,0.598434885
AT4G03335,0,0,0
AT4G03340,4.2506383,5.425598345,0.880104237
AT4G03345,0,0,0
AT4G03350,0,0,0
AT4G03355,15.34005692,21.26724785,2.075423112
AT4G03360,0,0,0
AT4G03364,0,0,0
AT4G03365,0.056829067,0.011076331,0.027629688
AT4G03370,0,0,0
AT4G03375,0,0,0
AT4G03376,0,0.097138443,0
AT4G03380,0.498110384,0.109220339,0.068111992
AT4G03385,0,0,0
AT4G03390,18.31104809,22.6886412,10.35251358
AT4G03395,0.455845223,0.266541026,0.030221877
AT4G03400,0.928488091,1.429023017,1.848491307
AT4G03405,0,0.15245339,0.190145977
AT4G03410,0.757031969,1.531624751,1.835788375
AT4G03415,6.114855901,4.237120327,2.867177979
AT4G03420,52.21341374,83.34716487,5.288295175
AT4G03425,0,0,0
AT4G03430,11.25151391,9.025348262,3.031599557
AT4G03435,0,0,0
AT4G03437,0,0,0
AT4G03440,0.795705758,1.07368543,0.879370896
AT4G03443,0,0,0
AT4G03450,0.008347059,0,0.030436884
AT4G03460,0.401277269,0.405758298,0.611694291
AT4G03465,0.027049762,0,0
AT4G03470,0.03037627,0.065971508,0.031647042
AT4G03475,0.220406282,0.115543622,0.0332563
AT4G03480,0.651927027,0.238246023,0.021610908
AT4G03485,0,0,0
AT4G03490,1.424642068,0.587249163,0.693721359
AT4G03495,0.037847853,0,0.027601835
AT4G03500,0.20641532,0.109722551,0.377707003
AT4G03505,0.36936701,0.279497881,0.158454981
AT4G03510,15.24559848,12.56300115,4.955279631
AT4G03515,0,0,0.034226276
AT4G03520,44.37281073,47.81113783,118.8590191
AT4G03525,0,0,0
AT4G03535,0,0,0
AT4G03540,0.571529171,2.069367321,0.464900234
AT4G03545,0,0,0
AT4G03550,10.9555657,12.94448141,12.85652462
AT4G03555,0,0,0
AT4G03560,55.84078952,65.78967617,40.93535546
AT4G03565,0,0,0
AT4G03566,0,0,0
AT4G03570,0,0,0
AT4G03575,0,0,0
AT4G03580,0,0,0
AT4G03585,1.872452348,0.701831461,0.105042279
AT4G03590,0,0,0
AT4G03595,0.032144752,0,0
AT4G03600,1.600685383,1.007946124,0.096703908
AT4G03605,0,0,0
AT4G03610,1.00813501,0.974184916,0.944173128
AT4G03615,0.032704765,0.152984586,0
AT4G03620,0,0,0.009300618
AT4G03625,0,0,0
AT4G03630,0,0,0
AT4G03635,3.088122654,3.468809592,1.896520915
AT4G03645,0,0,0
AT4G03655,0.085719338,0.200486649,0
AT4G03665,0,0,0
AT4G03675,0,0,0
AT4G03685,0,0.057771811,0
AT4G03695,0,0,0
AT4G03705,0,0,0
AT4G03715,0,0,0
AT4G03725,0.009646729,0,0
AT4G03728,0,0,0
AT4G03740,0,0,0
AT4G03755,0,0,0
AT4G03765,0,0,0
AT4G03785,0,0,0
AT4G03805,0,0,0
AT4G03811,0.268877456,0.057170021,0.463480819
AT4G03815,0.027365211,0,0
AT4G03820,4.39281393,3.148939644,2.628221618
AT4G03823,0.094429251,0.066257409,0
AT4G03830,0,0,0
AT4G03845,0.174465939,0.326442946,1.374140444
AT4G03855,0,0,0
AT4G03875,0,0,0
AT4G03895,0.058737594,0.041213933,0.017134556
AT4G03905,6.945837979,11.2620368,2.519053905
AT4G03913,0,0,0
AT4G03914,0,0,0
AT4G03915,22.08533539,32.92993215,6.800514946
AT4G03925,17.14798877,25.82325876,6.318697085
AT4G03926,0,0,0.096073757
AT4G03930,0,0,0
AT4G03935,2.654814132,2.338220034,2.527478834
AT4G03940,0.476215044,0.31477141,0.191264483
AT4G03945,0,0,0
AT4G03950,0,0,0.01641548
AT4G03955,0.355156069,0.177999633,0.296011035
AT4G03960,1.103747359,0.805435782,3.129627484
AT4G03965,0.053483006,0.083393307,0.130014343
AT4G03985,0.311721062,0.121512665,0.101036977
AT4G04005,0,0,0
AT4G04015,0.018962157,0.044350077,0
