"Gene.ID","Col.D.N","Col.DL.N","Col.WL.N","Col.D.F","Col.DL.F","Col.WL.F","Col.D.P","Col.DL.P","Col.WL.P","Col.D.SM","Col.DL.SM","Col.WL.SM"
"AT2G07450",8,1,0,7,6,2,0,0,0,0,0,0
"AT2G07455",3,2,0,2,3,3,0,0,0,0,0,0
"AT2G07460",3,0,0,5,7,2,0,0,0,0,0,0
"AT2G07470",1,1,0,0,2,0,0,0,0,0,0,0
"AT2G07480",11,0,0,1,0,0,0,0,0,0,0,0
"AT2G07483",2,0,0,1,0,0,0,0,0,0,0,0
"AT2G07486",3,0,0,1,0,0,0,0,0,0,0,0
"AT2G07490",1,1,0,0,2,0,0,0,0,0,0,0
"AT2G07500",7,1,0,3,3,2,0,0,0,0,0,0
"AT2G07505",7,2,0,1,1,1,0,0,0,0,0,0
"AT2G07510",11,0,0,10,8,9,0,0,0,0,0,0
"AT2G07520",0,0,0,1,1,0,0,0,0,0,0,0
"AT2G07530",3,0,0,2,2,1,0,0,0,0,0,0
"AT2G07540",9,2,0,11,7,0,0,0,0,0,0,0
"AT2G07550",13,1,0,6,11,3,0,0,0,0,0,0
"AT2G07560",7,3,0,3,3,4,0,0,0,0,0,0
"AT2G07570",19,1,0,6,6,4,0,0,0,0,0,0
"AT2G07580",10,0,0,9,2,3,0,0,0,0,0,0
"AT2G07590",14,2,0,4,3,0,0,0,0,0,0,0
"AT2G07565",2,1,0,11,15,4,0,1,1,0,0,0
"AT2G07600",9,19,11,66,100,68,3,9,43,0,1,4
"AT2G07620",10,0,1,15,5,7,0,0,0,0,0,0
"AT2G07630",5,0,0,3,3,0,0,0,0,0,0,0
"AT2G07635",10,0,0,8,16,1,0,0,0,0,0,0
"AT2G07640",3,0,0,1,2,1,0,0,1,0,0,0
"AT2G07650",18,3,0,10,14,6,0,0,0,0,0,0
"AT2G07660",21,4,0,19,20,4,0,0,0,0,0,0
"AT2G07744",9,4,0,9,5,4,0,0,0,0,0,0
"AT2G07771",159,192,456,898,956,319,559,179,283,41,93,81
"AT2G07773",513,853,1416,2427,2673,894,1654,516,899,122,267,285
"AT2G07747",1010,1865,5597,2684,2895,1447,4881,1408,2943,244,592,677
"AT2G07655",22,23,15,106,123,21,39,2,6,1,2,1
"AT2G07776",134,388,649,214,284,136,344,117,298,16,47,49
"AT2G07749",119,240,404,387,453,136,65,29,69,7,21,17
"AT2G05145",29,40,75,115,166,31,43,10,26,3,6,5
"AT2G07812",17,13,23,75,97,22,22,8,14,2,3,1
"AT2G07777",2391,2817,6415,6967,5958,5830,1546,423,1597,104,283,827
"AT2G07671",6487,13768,13594,95725,85197,38685,13075,4151,9036,1267,2727,3087
"AT2G07779",126,218,731,427,620,320,116,62,175,9,53,71
"AT2G07743",64,49,49,890,647,769,13,3,49,3,1,7
"AT2G07672",52,75,89,96,175,55,31,12,45,1,11,14
"AT2G07664",19,26,60,208,244,159,25,13,32,2,9,7
"AT2G07613",26,30,41,136,153,54,7,0,20,1,2,7
"AT2G07684",18,5,34,104,156,37,7,8,9,0,4,5
"AT2G07617",13,6,31,51,73,14,5,6,10,0,2,4
"AT2G07621",33,12,35,167,180,70,21,7,11,0,5,3
"AT2G05155",29,15,41,136,179,62,12,3,7,5,4,6
"AT2G07673",12,6,2,114,176,39,0,1,4,0,0,2
"AT2G07745",17,17,37,44,70,32,2,1,2,1,2,1
"AT2G07674",4186,5591,4982,3478,3874,1727,1841,685,1603,145,318,522
"AT2G07751",170,423,502,295,389,120,127,66,187,18,33,56
"AT2G07675",39,62,263,561,560,210,168,65,207,18,34,47
"AT2G07767",120,233,247,248,278,83,544,155,253,23,65,32
"AT2G07676",136,342,473,399,470,146,636,176,339,28,73,70
"AT2G07768",742,927,1086,1365,1401,542,832,327,652,66,134,122
"AT2G07769",37,41,129,86,143,41,24,14,26,1,8,18
"AT2G07746",14,15,27,227,180,102,4,1,8,1,0,1
"AT2G07623",156,385,760,416,537,198,133,49,104,6,55,48
"AT2G07677",183,236,341,619,757,252,99,41,82,10,34,41
"AT2G07748",24,10,12,917,729,1141,1,1,23,2,0,0
"AT2G07678",826,1655,2141,1687,1625,1027,594,208,697,79,196,458
"AT2G07669",609,1069,1150,926,909,525,262,93,258,36,58,161
"AT2G07625",27,49,42,96,113,32,12,7,22,2,6,4
"AT2G07681",493,732,1204,2130,2363,798,1453,438,755,106,224,248
"AT2G07682",209,58,75,985,1300,343,17,6,37,3,9,10
"AT2G07626",20,33,41,68,112,41,71,25,40,3,5,4
"AT2G07783",260,418,648,2149,2305,796,1829,652,948,90,162,306
"AT2G07627",11,3,1,61,75,15,1,0,0,0,1,0
"AT2G07772",96,135,201,186,267,92,68,32,86,14,13,25
"AT2G07628",28,20,9,141,174,32,7,5,9,1,2,1
"AT2G07683",36,16,29,144,196,59,10,4,5,3,2,3
"AT2G07752",46,153,74,98,114,61,7,2,4,0,0,4
"AT2G07753",31,63,70,57,64,28,1,4,2,0,2,3
"AT2G07754",413,685,1233,4475,4277,2800,88,38,140,21,45,78
"AT2G07774",531,1155,1722,4983,5135,3479,117,58,194,22,67,113
"AT2G07685",55,22,20,233,255,71,7,0,14,0,0,1
"AT2G07686",151,200,365,460,640,199,216,76,183,21,48,39
"AT2G07687",2998,5779,11503,10998,9497,2707,20775,7408,7040,842,1791,1241
"AT2G07629",2944,4221,5601,6723,6012,2085,7288,2525,3013,395,817,632
"AT2G07784",13,10,13,89,124,45,2,0,3,0,4,0
"AT2G07631",17,31,111,122,193,50,33,11,32,0,5,12
"AT2G07632",14,6,14,140,172,49,44,10,24,1,4,3
"AT2G07755",17,36,40,40,114,40,9,4,5,0,5,1
"AT2G07633",126,208,367,317,414,115,163,64,116,11,27,28
"AT2G07688",36,65,175,888,1692,2495,20,11,398,8,1,26
"AT2G07792",58,103,226,298,305,130,135,33,104,8,11,27
"AT2G05215",471,1164,2767,554,737,230,2246,697,1641,58,153,126
"AT2G05205",10,6,14,113,134,42,7,0,8,2,0,5
"AT2G07689",136,348,583,325,286,104,405,167,320,25,38,23
"AT2G07811",25,21,31,74,94,42,8,1,4,1,0,0
"AT2G07808",68,276,787,196,246,66,705,234,552,33,56,42
"AT2G07634",15,1,11,65,98,38,7,0,1,0,0,1
"AT2G07691",26,6,5,136,178,58,4,0,2,0,1,1
"AT2G07636",22,18,22,55,88,20,15,4,1,1,0,0
"AT2G05245",16,13,19,54,71,16,10,3,1,1,1,2
"AT2G07692",35,17,18,198,304,66,6,4,2,2,0,1
"AT2G07693",92,82,239,432,617,254,52,25,55,2,14,25
"AT2G07637",30,30,19,200,286,96,12,5,16,0,4,13
"AT2G07694",46,20,35,287,350,102,7,3,8,1,2,2
"AT2G07695",4012,5656,8961,8623,8098,3474,8020,2541,3386,294,652,785
"AT2G07785",428,1340,3899,1020,1038,431,2049,640,1710,107,284,431
"AT2G05255",7,1,20,37,35,13,5,2,10,0,2,4
"AT2G07599",165,346,808,682,790,470,456,169,578,29,83,141
"AT2G07696",123,276,745,868,947,675,859,378,1334,50,112,254
"AT2G07813",31,37,36,85,94,18,29,7,13,0,5,6
"AT2G07697",114,80,108,512,600,202,51,15,55,3,14,12
"AT2G07798",234,625,883,766,979,440,446,173,275,9,71,81
"AT2G07826",159,554,708,377,457,238,261,115,148,15,58,68
"AT2G07698",14441,27173,33234,44965,42265,14120,203171,64463,84162,4520,8403,7297
"AT2G07667",143,245,347,349,425,124,165,48,73,9,25,21
"AT2G07699",13551,25109,24063,19532,16924,4916,40411,12323,13294,1342,2576,1991
"AT2G07793",379,1064,761,533,473,160,680,279,267,18,30,40
"AT2G07701",55,64,92,109,118,35,55,16,31,0,5,2
"AT2G07702",48,41,84,205,219,56,76,24,34,2,14,9
"AT2G07703",3,10,1,37,54,14,1,0,2,0,0,0
"AT2G07638",83,197,348,389,455,196,94,32,118,10,31,47
"AT2G07704",43,58,75,79,124,42,32,13,46,1,14,13
"AT2G07705",13,25,39,57,75,26,13,2,7,2,2,2
"AT2G07706",355,584,1594,1480,1851,820,367,158,398,37,101,157
"AT2G07794",47,93,148,115,174,81,16,14,39,4,11,7
"AT2G07707",6370,9391,21520,22156,17644,8144,37004,12066,12119,1153,2414,1945
"AT2G07708",5547,7158,11540,14345,13521,5590,18106,5702,8605,649,1272,1270
"AT2G07709",1558,2694,3083,3250,3067,771,7109,2208,3873,279,578,467
"AT2G07641",22,16,6,183,214,47,11,1,6,0,2,0
"AT2G07711",8037,14605,13214,4890,4829,1126,17382,4005,4844,490,1138,927
"AT2G07786",494,843,954,531,492,206,1059,276,342,29,70,50
"AT2G07712",1103,2416,5539,1397,1625,623,6081,1684,3389,198,504,468
"AT2G07642",5,11,13,18,20,8,4,4,2,0,0,0
"AT2G07663",156,424,763,223,292,136,386,117,316,16,53,49
"AT2G07643",33,30,50,136,205,70,26,8,24,4,6,6
"AT2G07644",27,30,26,91,122,47,24,7,20,0,2,2
"AT2G07713",12,17,37,72,113,27,32,12,38,1,2,9
"AT2G07714",27,15,25,75,100,50,13,1,8,0,0,1
"AT2G07646",63,83,63,107,148,54,52,22,46,2,3,7
"AT2G07715",1202,3106,5029,7691,7834,3191,4219,1385,3306,216,802,1103
"AT2G07716",850,2129,1597,5128,4338,1902,1477,314,542,80,214,215
"AT2G07717",2661,4932,6390,3369,3691,1082,8954,2469,3456,262,539,453
"AT2G07718",4885,5870,8438,10556,9226,4499,9651,2984,5243,338,612,657
"AT2G07809",11,3,5,89,84,25,4,1,0,0,0,0
"AT2G07648",33,71,123,107,183,44,36,16,45,1,5,16
"AT2G07719",795,1526,3180,3729,3855,3104,413,132,457,51,112,279
"AT2G07721",74,72,321,326,447,141,103,50,176,7,27,64
"AT2G05315",208,526,273,374,671,257,14,7,8,2,11,14
"AT2G07722",61,97,78,133,171,40,70,25,57,1,20,13
"AT2G07652",39,24,23,127,198,48,36,8,18,0,5,3
"AT2G07723",2206,5116,6960,4015,4476,1466,4407,1433,2326,289,690,689
"AT2G07815",1993,3919,4189,2718,3139,1339,1956,684,1147,115,335,363
"AT2G07756",50,287,218,139,213,102,11,18,15,1,5,7
"AT2G07724",34,5,13,140,185,41,9,0,3,0,0,1
"AT2G07725",528,932,1826,2706,2812,860,9971,2812,3284,259,574,414
"AT2G07726",445,1099,1627,1757,1887,482,8103,2246,2503,200,413,291
"AT2G07727",8675,18787,24645,16708,17196,4403,65719,17575,16395,1488,3166,1969
"AT2G07757",19,13,21,111,110,99,7,4,2,0,1,1
"AT2G07728",79,83,112,447,655,177,67,36,102,7,20,36
"AT2G07654",13,9,6,113,115,35,0,0,6,0,0,3
"AT2G07820",13,4,16,105,127,39,2,0,6,2,3,1
"AT2G07656",56,22,27,311,400,105,9,3,13,0,1,3
"AT2G07729",25,55,79,93,156,56,3,1,9,2,1,4
"AT2G07807",6,5,6,8,16,1,1,3,0,0,0,0
"AT2G07758",4,15,19,61,60,21,1,1,3,0,1,0
"AT2G07799",14,8,9,66,140,24,9,1,8,1,2,2
"AT2G07731",1098,2254,5328,9291,8322,4747,4315,1636,2134,250,574,604
"AT2G07732",104,246,408,1834,1558,1125,521,303,5693,104,45,50
"AT2G07733",2705,4217,5723,2671,2450,702,5930,1803,2917,194,410,431
"AT2G07734",152,263,542,1073,1103,430,1900,723,1624,70,178,325
"AT2G07825",77,156,316,147,231,85,319,97,241,9,31,54
"AT2G07827",44,74,135,206,259,98,63,8,37,3,8,5
"AT2G07830",40,127,211,87,120,48,154,68,146,8,15,20
"AT2G07787",90,174,372,347,511,206,143,50,113,4,27,32
"AT2G07658",106,234,543,391,510,215,360,144,282,18,37,46
"AT2G07735",24,35,51,114,104,41,93,40,61,3,12,9
"AT2G07736",42,40,86,171,202,47,127,47,70,1,14,11
"AT2G07659",122,141,159,310,398,112,49,15,31,3,4,6
"AT2G07737",91,109,207,284,339,130,205,59,96,9,11,23
"AT2G07775",94,185,379,268,387,140,102,42,85,5,21,30
"AT2G07661",23,9,6,148,173,33,5,1,8,0,0,1
"AT2G07806",149,152,246,588,799,216,132,51,110,4,28,19
"AT2G05355",33,37,23,37,84,35,0,0,3,0,0,1
"AT2G05365",46,113,197,160,255,93,43,17,32,6,10,12
"AT2G07738",26,13,26,104,134,40,0,1,7,1,3,1
"AT2G07795",69,190,408,553,877,604,19,18,41,2,14,42
"AT2G07759",387,481,904,4371,3946,2656,63,32,108,10,32,73
"AT2G07761",35,50,74,72,74,35,1,7,3,2,2,3
"AT2G07762",34,66,115,186,189,85,9,5,14,3,2,3
"AT2G07763",57,109,147,695,632,326,31,17,42,2,12,16
"AT2G07739",201,323,315,536,633,373,209,35,124,5,9,21
"AT2G07764",25,36,33,43,54,22,7,3,9,0,3,3
"AT2G07662",26,25,67,132,159,53,25,5,10,0,4,3
"AT2G07765",47,83,113,341,364,165,44,34,44,4,22,18
"AT2G07665",34,28,49,183,214,93,19,3,12,0,2,4
"AT2G07835",29,31,39,149,216,69,27,4,14,3,4,5
"AT2G07741",17159,33506,35454,25115,22176,5936,63137,18717,19390,1955,3833,2893
"AT2G07766",402,1124,815,555,495,164,731,290,291,19,34,41
"AT2G07666",37,35,55,68,79,21,36,8,21,0,4,2
"AT2G07670",23,20,58,116,118,23,46,9,20,0,7,5
"AT2G05395",1,4,1,25,22,11,5,2,1,0,0,3
"AT2G07680",67,157,290,33,47,33,163,75,104,4,8,25
"AT2G05405",0,0,0,0,1,0,0,0,0,0,0,0
"AT2G07690",58,239,353,57,112,57,647,435,692,7,32,55
"AT2G05425",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G05445",0,0,0,1,2,1,0,0,0,0,0,0
"AT2G07700",0,0,0,2,5,3,0,0,0,0,0,0
"AT2G07788",4,0,0,0,3,1,0,0,0,0,0,0
"AT2G07789",12,0,0,6,11,3,0,0,0,0,0,0
"AT2G07790",3,2,0,5,3,1,0,0,0,0,0,0
"AT2G07710",0,0,0,2,0,4,0,0,0,0,0,0
"AT2G07720",1,0,0,2,1,1,0,0,0,0,0,0
"AT2G07791",4,0,0,4,6,0,0,0,0,0,0,0
"AT2G07730",13,2,0,10,6,12,0,0,0,0,0,0
"AT2G07740",9,0,0,4,2,2,0,0,0,0,0,0
"AT2G07750",13,0,0,4,5,3,0,0,1,0,0,0
"AT2G07760",5,1,1,4,0,3,0,0,0,0,0,0
"AT2G07770",8,2,0,5,7,0,0,1,0,0,0,0
"AT2G07800",3,0,0,0,2,0,0,0,0,0,0,0
"AT2G07780",17,0,0,6,3,0,0,0,0,0,0,0
"AT2G07810",1,0,0,0,0,1,0,0,0,0,0,0
"AT2G07880",3,0,0,0,1,0,0,0,0,0,0,0
"AT2G07981",43,4,0,73,67,16,0,0,0,0,0,0
"AT2G08986",196,14,1,232,204,78,0,0,0,1,0,0
"AT2G09187",9,3,0,14,10,4,0,0,0,0,0,0
"AT2G09388",2,0,0,1,0,0,0,0,0,0,0,0
"AT2G09589",3,1,0,4,4,0,0,0,0,0,0,0
"AT2G09790",1,0,0,1,0,0,0,0,0,0,0,0
"AT2G09800",16,4,3,14,15,5,7,2,6,0,0,2
"AT2G09795",173,282,164,171,183,103,248,90,88,16,42,39
"AT2G09810",1,0,0,0,1,0,0,0,0,0,0,0
"AT2G09820",6,1,0,4,5,0,0,0,0,0,0,0
"AT2G09830",16,3,1,14,17,5,0,0,0,0,0,0
"AT2G09838",1,1,0,0,0,0,0,0,0,0,0,0
"AT2G09840",3,1,0,1,1,1,0,0,0,0,0,0
"AT2G09850",4,2,0,2,6,2,0,0,0,0,0,0
"AT2G09860",20,1,0,9,12,3,0,0,0,0,0,0
"AT2G09862",3,1,0,1,0,0,0,0,0,0,0,0
"AT2G09865",1,0,0,0,2,1,0,0,0,0,0,0
"AT2G09870",6,0,0,8,5,7,0,0,0,0,0,0
"AT2G09880",1,0,0,2,0,0,0,0,0,0,0,0
"AT2G09890",12,4,0,3,8,4,0,0,0,0,0,0
"AT2G09900",2,0,0,2,1,0,0,0,0,0,0,0
"AT2G09910",11,0,0,5,5,6,0,0,0,0,0,0
"AT2G09920",4,7,0,8,10,4,0,0,0,0,0,0
"AT2G09930",3,0,0,4,2,4,0,0,0,0,0,0
"AT2G09950",7,2,0,6,5,3,0,0,0,0,0,0
"AT2G09953",5,0,0,0,1,0,0,0,0,0,0,0
"AT2G09956",4,2,0,0,1,0,0,0,0,0,0,0
"AT2G09960",5,1,0,3,1,1,0,0,0,0,0,0
"AT2G09970",1,0,0,1,0,0,0,0,0,0,0,0
"AT2G09990",247,624,761,983,717,502,1569,815,1421,25,84,185
"AT2G09992",1,0,2,1,0,0,0,0,0,0,0,0
"AT2G09994",2,0,0,3,4,0,0,0,0,0,0,0
"AT2G10000",12,1,0,6,8,2,0,1,0,0,0,0
"AT2G10010",24,3,0,1,9,2,0,0,0,0,0,0
"AT2G10020",0,0,0,0,1,0,0,0,0,0,0,0
"AT2G10025",1,0,0,1,0,0,0,0,0,0,0,0
"AT2G10030",12,3,0,5,11,4,0,0,0,0,0,0
"AT2G10040",10,1,0,2,5,2,0,0,0,0,0,0
"AT2G10050",0,0,0,2,1,0,0,0,0,0,0,0
"AT2G10070",4,2,0,4,4,2,0,0,0,0,0,0
"AT2G10080",3,0,0,2,4,0,0,0,0,0,0,0
"AT2G10090",0,0,0,2,0,0,0,0,0,0,0,0
"AT2G10100",1,0,0,3,7,3,0,0,0,0,0,0
"AT2G10105",3,0,0,0,3,0,0,0,0,0,0,0
"AT2G10110",1,0,0,1,0,0,0,0,0,0,0,0
"AT2G10120",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G10130",9,3,0,2,1,2,0,0,0,0,0,0
"AT2G10140",6,3,0,0,4,6,0,0,0,0,0,0
"AT2G10150",11,1,0,5,4,1,0,0,0,0,0,0
"AT2G10160",6,0,0,5,4,3,0,0,0,0,0,0
"AT2G10165",2,0,0,0,1,0,0,0,0,0,0,0
"AT2G10170",5,1,0,1,7,0,0,0,0,0,0,0
"AT2G10175",0,1,0,1,2,0,0,0,0,0,0,0
"AT2G10180",11,0,0,6,25,5,0,0,0,0,0,0
"AT2G10190",20,2,0,9,9,6,0,1,0,0,0,0
"AT2G10200",6,3,0,5,6,1,0,0,0,0,0,0
"AT2G10205",6,0,0,4,5,0,0,0,0,0,0,0
"AT2G10210",11,6,0,9,6,5,0,0,0,0,0,0
"AT2G10220",4,0,0,3,7,4,0,0,0,0,0,0
"AT2G10223",1,2,0,1,1,2,0,0,0,0,0,0
"AT2G10226",3,0,0,0,1,0,0,0,0,0,0,0
"AT2G10230",3,0,0,2,2,1,0,0,0,0,0,0
"AT2G10232",1,0,0,0,0,0,0,0,0,0,0,0
"AT2G10234",3,0,0,2,3,0,0,0,0,0,0,0
"AT2G10237",0,0,0,3,2,0,0,0,0,0,0,0
"AT2G10240",11,1,0,9,13,1,0,0,0,0,0,0
"AT2G10250",8,0,1,9,6,1,0,0,0,0,0,0
"AT2G10253",4,0,0,0,1,0,0,0,0,0,0,0
"AT2G10256",7,3,0,3,2,0,0,0,0,0,0,0
"AT2G05465",1,0,0,0,5,1,0,0,0,0,0,0
"AT2G05485",2,1,0,0,1,0,0,0,0,0,0,0
"AT2G05495",1,0,0,0,1,0,0,0,0,0,0,0
"AT2G10260",13,1,0,7,7,3,0,0,0,0,0,0
"AT2G10265",5,0,0,1,1,0,0,0,0,0,0,0
"AT2G10270",2,0,0,0,2,2,0,0,0,0,0,0
"AT2G10280",24,0,0,18,22,14,0,0,0,0,0,0
"AT2G10285",1,0,0,4,2,0,0,0,0,0,0,0
"AT2G10290",0,0,0,0,0,1,0,0,0,0,0,0
"AT2G10300",5,1,0,5,5,0,0,0,0,0,0,0
"AT2G10310",13,1,1,5,12,6,0,0,0,0,0,0
"AT2G10320",3,0,0,3,2,2,0,0,0,0,0,0
"AT2G10330",5,1,0,13,13,4,0,0,0,0,0,0
"AT2G10350",9,2,0,11,6,2,0,0,0,0,0,0
"AT2G10360",0,0,0,0,1,0,0,0,0,0,0,0
"AT2G10370",1,0,0,1,1,0,0,0,0,0,0,0
"AT2G10380",1,0,0,0,0,0,0,0,0,0,0,0
"AT2G10390",2,2,0,1,0,1,0,0,0,0,0,0
"AT2G10400",19,1,0,4,8,4,1,2,0,0,0,0
"AT2G10405",2,0,0,0,0,0,0,0,0,0,0,0
"AT2G10410",1144,1292,803,4685,3516,1105,850,261,574,143,297,366
"AT2G10420",2,6,1,3,0,1,1,1,1,0,2,1
"AT2G10430",7,0,0,1,3,1,0,0,0,0,0,0
"AT2G05505",0,1,1,0,1,0,5,1,1,0,0,0
"AT2G10440",9,2,0,2,5,1,0,0,0,0,0,0
"AT2G05515",1,1,0,0,0,0,0,1,0,0,0,0
"AT2G10450",1,0,1,2,1,0,0,0,0,0,0,0
"AT2G10460",7,1,0,2,3,1,0,0,0,0,0,0
"AT2G10465",3,1,0,0,1,1,0,0,0,0,0,0
"AT2G10470",8,0,0,1,1,0,0,0,0,0,0,0
"AT2G10480",8,4,0,8,10,1,0,0,0,0,0,0
"AT2G10490",5,0,0,2,4,5,0,0,0,0,0,0
"AT2G10500",5,2,0,0,0,1,0,0,0,0,0,0
"AT2G10510",15,0,0,9,5,2,0,0,0,0,0,0
"AT2G05525",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G10520",7,2,0,2,5,3,0,0,0,0,0,0
"AT2G10530",2,0,0,4,3,1,0,0,0,0,0,0
"AT2G05535",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G10455",5,0,1,0,2,0,0,0,2,0,1,0
"AT2G05545",0,0,0,1,1,1,0,0,0,0,0,0
"AT2G10535",1,0,0,4,0,1,0,0,0,0,0,0
"AT2G10537",1,0,1,1,0,1,0,0,0,0,0,1
"AT2G10545",1,1,0,0,1,0,0,0,0,0,0,0
"AT2G10540",5,1,0,6,4,5,0,0,0,0,0,0
"AT2G10550",0,0,0,0,2,3,0,0,0,0,0,0
"AT2G10553",2,0,0,5,1,1,1,0,2,0,0,0
"AT2G10555",3,0,0,1,0,0,0,0,0,0,0,0
"AT2G10556",4,1,0,2,2,2,0,0,0,0,0,0
"AT2G10557",0,0,0,0,0,1,0,0,0,0,0,0
"AT2G10560",2,1,0,0,4,1,0,0,0,0,0,0
"AT2G10570",12,4,0,4,11,0,0,0,0,0,0,0
"AT2G10589",0,0,0,2,1,0,0,0,0,0,0,0
"AT2G10610",20,2,0,17,14,5,0,0,0,0,0,0
"AT2G10590",8,0,0,7,5,1,0,0,0,0,0,0
"AT2G10600",6,0,0,11,5,2,0,0,0,0,0,0
"AT2G10602",4,0,0,0,0,1,0,0,0,0,0,0
"AT2G10605",2,0,1,2,2,1,0,0,0,0,0,0
"AT2G10608",4,2,1,1,1,0,0,0,0,0,0,0
"AT2G10611",2,0,0,2,1,0,0,0,0,0,0,0
"AT2G10614",1,0,0,1,0,0,0,0,0,0,0,0
"AT2G10617",1,0,0,0,3,2,0,0,0,0,0,0
"AT2G10620",5,1,0,1,2,3,0,0,0,0,0,0
"AT2G10630",14,1,0,7,7,6,0,0,0,0,0,0
"AT2G10640",7,3,1,1,3,2,0,0,0,0,0,0
"AT2G10650",12,0,0,6,6,1,0,0,0,0,0,0
"AT2G10660",10,1,1,8,8,3,0,0,0,0,0,0
"AT2G10670",6,0,0,7,6,2,0,0,0,0,0,0
"AT2G10680",2,1,0,2,4,2,0,0,0,0,0,0
"AT2G10690",5,0,0,7,12,4,0,0,0,0,0,0
"AT2G10740",0,0,0,1,2,0,0,0,0,0,0,0
"AT2G10710",4,0,0,4,0,0,0,0,0,0,0,0
"AT2G10720",0,0,0,1,1,0,0,0,0,0,0,0
"AT2G10730",1,0,0,0,0,0,0,0,0,0,0,0
"AT2G05555",1,0,0,0,2,1,0,0,0,0,0,0
"AT2G10735",555,321,216,368,421,633,1,1,19,1,1,3
"AT2G05565",551,320,216,359,419,630,1,1,19,1,1,3
"AT2G10615",8,0,0,3,7,4,1,2,0,0,0,0
"AT2G05575",0,0,0,0,2,0,0,0,0,0,0,0
"AT2G05585",1,0,0,0,1,0,0,0,0,0,0,0
"AT2G10760",11,0,2,7,9,2,3,2,0,0,0,0
"AT2G10770",1,0,0,1,0,1,0,0,0,0,0,0
"AT2G10780",34,7,2,22,47,8,2,1,2,0,0,0
"AT2G10790",0,0,0,0,1,0,0,0,0,0,0,0
"AT2G10800",4,1,0,4,4,2,0,0,0,0,0,0
"AT2G10802",2,0,1,0,1,1,0,0,0,0,0,0
"AT2G10810",2,0,0,5,2,0,0,0,0,0,0,0
"AT2G10820",9,1,0,9,6,5,0,0,0,0,0,0
"AT2G10830",5,0,0,0,1,0,0,0,0,0,0,0
"AT2G10833",3,2,0,1,4,1,0,0,0,0,0,0
"AT2G10836",6,1,0,0,0,2,0,0,0,0,0,0
"AT2G10840",4,0,0,2,3,2,0,0,0,0,0,0
"AT2G10850",4,0,0,2,5,1,0,0,0,0,0,0
"AT2G10860",11,0,0,8,9,4,0,0,0,0,0,0
"AT2G10870",1,0,0,0,1,1,0,0,0,0,0,0
"AT2G10880",0,1,0,1,0,0,0,0,0,0,0,0
"AT2G10890",3,0,1,1,4,2,0,0,0,0,0,0
"AT2G10895",1,0,0,1,0,0,0,0,0,0,0,0
"AT2G10900",8,1,0,2,3,2,0,0,0,0,0,0
"AT2G10625",1,1,0,1,0,0,0,0,1,0,0,0
"AT2G10910",12,3,0,6,3,3,0,0,0,0,0,0
"AT2G10920",3,1,0,0,2,0,0,0,0,0,0,0
"AT2G10921",7,0,1,0,1,0,0,0,0,0,1,0
"AT2G10930",8,5,8,6,8,6,2,1,1,0,1,2
"AT2G10931",84,119,88,133,115,41,86,29,46,4,14,14
"AT2G10940",3257,12561,12518,3555,8455,2001,26366,21259,12450,377,1781,947
"AT2G10950",54,80,91,108,120,46,515,172,236,5,26,19
"AT2G10960",7,1,0,0,1,2,0,0,0,0,0,0
"AT2G10955",2,0,0,2,0,0,0,0,0,0,0,0
"AT2G10965",3,1,0,0,3,3,0,0,0,0,0,0
"AT2G10970",1,0,0,2,1,2,0,0,0,0,0,0
"AT2G10975",2,1,0,3,0,0,1,0,0,0,0,0
"AT2G10980",2,1,0,5,10,2,0,0,0,0,0,0
"AT2G10990",1,0,0,0,1,0,0,0,0,0,0,0
"AT2G11000",170,369,376,130,246,82,848,310,469,13,50,47
"AT2G11005",5,2,0,2,1,2,0,0,0,0,0,0
"AT2G11010",9,2,0,2,2,3,0,0,0,0,0,0
"AT2G11015",3,1,0,1,2,0,0,0,0,0,0,0
"AT2G11020",7,0,0,10,6,1,0,0,0,0,0,0
"AT2G11030",12,0,0,3,11,1,0,0,0,0,0,0
"AT2G11040",14,1,0,3,10,2,0,0,0,0,0,0
"AT2G11050",15,3,0,11,5,2,0,0,0,0,0,0
"AT2G11060",8,2,0,8,11,4,0,0,0,0,0,0
"AT2G11070",8,2,0,13,14,5,0,0,0,0,0,0
"AT2G11025",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G11080",2,0,0,1,0,1,0,0,0,0,0,0
"AT2G11090",2,1,0,0,2,0,0,0,0,0,0,0
"AT2G11100",5,0,0,0,3,0,0,0,0,0,0,0
"AT2G11110",15,2,0,4,3,4,0,0,0,0,0,0
"AT2G11115",4,0,0,1,0,0,0,0,0,0,0,0
"AT2G11120",6,0,0,6,3,1,0,0,0,0,0,0
"AT2G11130",8,0,0,4,3,3,0,0,0,0,0,0
"AT2G11135",2,0,0,1,2,0,0,0,0,0,0,0
"AT2G11140",48,31,41,64,56,27,116,26,33,2,11,8
"AT2G11035",5,3,6,11,9,6,6,3,5,0,3,2
"AT2G11150",10,11,15,10,11,7,2,0,4,0,0,1
"AT2G11165",7,0,0,5,4,1,0,0,0,0,0,0
"AT2G11166",0,2,0,0,2,1,0,0,0,0,0,0
"AT2G11168",2,0,0,3,1,0,0,0,0,0,0,0
