Gene.ID,FPKM.D.WT,FPKM.DTL12h.WT,FPKM.DTL24h.WT,FPKM.DTL48h.WT,FPKM.DTL24h.u5
AT1G01010,18.87075426,12.98882409,10.19086986,9.102299687,9.402349573
AT1G01020,11.27754406,8.881195846,9.959751613,9.072784453,8.601969845
AT1G01030,0.895777087,0.518165694,0.719291161,1.555678033,0.701584907
AT1G01040,13.97759848,11.44893567,9.277612279,9.492992248,9.572581726
AT1G01046,18.58883823,10.54600051,7.603552763,6.561842427,7.712067592
AT1G01050,47.86346614,35.29334488,38.97288215,42.70007133,39.26065127
AT1G01060,13.64902156,4.600041497,91.46400523,74.89770052,91.22398263
AT1G01070,9.100510428,3.846323944,3.387852131,3.92113218,2.848791711
AT1G01080,8.666757668,21.3797273,30.04036173,45.50276816,32.53192992
AT1G01090,60.35489883,69.58357931,97.09646293,102.6038937,96.08386008
AT1G01100,129.9307674,135.7846846,181.6428771,241.8325452,158.2822884
AT1G01110,3.771844267,1.544509711,0.866926997,1.218782822,0.970326475
AT1G01120,241.972864,181.5669754,101.0126884,49.49077908,94.46928819
AT1G01130,10.6179444,4.404009813,5.283485181,5.221522197,3.91055632
AT1G01140,33.42385289,28.86285786,33.03308939,23.94173465,32.94491144
AT1G01150,0.031309958,0.082894327,0,0.04401816,0.046320068
AT1G01160,38.37533571,38.97514923,38.95488152,36.08028899,36.8665946
AT1G01170,43.49788147,46.92253508,62.02258373,59.18912593,62.28439217
AT1G01180,34.99961617,27.17043758,26.59259023,11.88537941,25.93177801
AT1G01183,2.71296558,0.855081122,0.500456414,0.635685683,0.836160691
AT1G01190,2.923681353,0.704672793,0.88830299,3.072692574,1.505375764
AT1G01200,5.585891987,1.478362292,1.058546168,1.417652806,0.938134886
AT1G01210,10.30726146,10.94013411,9.626725877,14.22971522,7.710159609
AT1G01220,6.003026791,7.783762678,7.331061368,10.01529771,7.077552727
AT1G01225,3.417446584,2.41471098,1.97719781,2.358588661,2.37851615
AT1G01230,44.65140801,27.00065062,25.06966708,22.35240667,23.90274151
AT1G01240,16.43050162,9.513754205,8.364434733,5.301223348,9.320730093
AT1G01250,0.225319251,1.043947525,1.039107032,0.930519699,1.041681669
AT1G01260,10.92853594,5.914031659,4.733438152,5.924929872,4.697984328
AT1G01290,8.137330622,4.715173706,5.680588885,6.878049887,5.951842275
AT1G01300,42.58755126,40.13822115,25.36867443,28.97556768,21.34448175
AT1G01310,0.308228433,0.136007785,0.360103233,0.39722222,0.246996904
AT1G01320,20.51958218,66.54129047,65.25230468,98.52032702,69.40807727
AT1G01340,2.161315778,4.636156888,2.164669627,3.283744917,2.142389381
AT1G01350,16.97495374,16.94420166,13.17100772,14.2204749,13.04830508
AT1G01355,0.68596624,0.302687031,0.337437582,0.100457162,0.274847352
AT1G01360,17.09889319,18.19386348,14.16643966,11.41605757,14.02835089
AT1G01370,1.551682112,1.707278329,1.457203049,1.844346066,1.074741448
AT1G01380,3.173597909,1.867160746,1.300952271,1.36330015,1.478065784
AT1G01390,6.533429909,2.119539318,0.705981543,0.778247545,1.557007718
AT1G01400,0,0,0,0,0
AT1G01420,2.003532068,6.296171828,6.816094835,7.466938737,5.460240063
AT1G01430,40.49213427,37.29844623,51.92364279,36.75195624,52.95694826
AT1G01440,12.9701484,13.4019916,12.30097108,10.42210046,13.13824134
AT1G01448,11.6885306,10.04035824,8.862651013,7.740725375,8.588975334
AT1G01450,14.26722935,13.24631402,11.45347453,10.27455665,11.455579
AT1G01453,0.624584965,1.075692052,0.975222732,0.787932404,0.655884446
AT1G01460,0,0.020667176,0.020159921,0,0
AT1G01470,58.34385437,188.5606115,60.60571725,34.69167371,42.26196808
AT1G01480,1.723152945,2.193853684,0.555148459,0.605638161,0.421881076
AT1G01490,56.36926131,32.23430509,34.9745049,28.99339969,35.74099599
AT1G01500,6.841069909,7.012822674,5.618773478,7.193412731,5.444240845
AT1G01510,18.12570336,15.65703147,16.4734993,16.74388133,16.31017517
AT1G01520,1.285298765,2.486412211,7.066268082,5.065470169,5.739495444
AT1G01530,0.02207118,0,0,0,0.048978278
AT1G01540,33.20448967,30.54125536,37.72389661,32.10419645,38.59255177
AT1G01550,135.4456321,89.000046,80.2071297,70.03127911,74.93979396
AT1G01560,0.407385254,0.25680196,0.410818387,0.458189031,0.170761388
AT1G01570,2.023570083,2.739162785,2.190591974,1.618975088,1.546076643
AT1G01580,2.676792706,1.278841325,0.142937376,12.76289565,0.03907951
AT1G01590,0.019127234,0.014468598,0.028226962,0.060504001,0.021222676
AT1G01600,9.888173658,2.459674161,1.793499633,2.392030768,1.022830056
AT1G01610,29.14644458,62.47679676,65.11836469,38.80676956,53.12090467
AT1G01620,1075.026477,331.5923998,553.6895977,219.1995255,499.0496341
AT1G01630,36.57061705,38.79986962,33.64088994,33.39606325,35.02953594
AT1G01640,27.05616961,12.74511323,8.699319175,6.861848694,8.176849558
AT1G01650,14.19856654,15.96079891,14.24120591,14.17420664,11.38125929
AT1G01660,0.858793316,1.302373804,1.014498762,1.366990917,0.687170558
AT1G01670,0.721374289,1.356715246,0.907797783,1.146149171,1.052584563
AT1G01680,0.338263611,0.607705505,0.233996049,0.297224561,0.23457583
AT1G01690,2.449164478,2.08422572,2.013138449,2.193166925,1.848284154
AT1G01695,0.181627973,0.068695299,0.111682071,0.15959238,0.100762911
AT1G01700,2.19838585,0.846481635,0.913546623,0.728038026,0.766110417
AT1G01710,20.12315504,17.09679659,17.92904963,17.67138929,17.24231182
AT1G01715,2.876643745,1.997059373,1.80141664,2.99325979,2.015866137
AT1G01720,57.90203823,65.36606342,60.35631511,29.11232761,50.37663297
AT1G01725,17.35304396,9.438375875,9.792916198,8.081021066,9.955450642
AT1G01730,30.72050108,18.25330314,14.89704468,12.6296725,14.25161503
AT1G01740,2.139213302,3.270341007,2.73822199,3.667524791,2.781244302
AT1G01750,6.289696601,7.824971371,7.491565098,7.726037654,5.101218507
AT1G01760,3.519314478,2.78206558,3.497504301,3.131344303,3.048843657
AT1G01770,21.88196393,19.73348804,19.52959045,18.59019589,19.00008959
AT1G01780,51.79337324,22.07584516,21.67205449,14.91627315,20.18379708
AT1G01790,7.258498739,18.11379301,22.97252664,34.78141709,37.39029005
AT1G01800,41.46060476,47.68663295,46.60581074,47.44381138,43.48777349
AT1G01810,1.537208675,1.162805569,0.482062916,0.945497273,0.653818758
AT1G01820,55.8107037,47.41187678,38.01684235,36.2590177,35.53696189
AT1G01830,14.08218179,13.60035366,10.90560932,6.721351174,10.51293866
AT1G01840,2.401623626,4.156817719,4.460272128,4.914383932,3.929344912
AT1G01860,4.349153234,8.092604566,8.772390007,9.79643505,8.465373343
AT1G01880,0.827995976,1.03176514,0.818245131,0.912024962,0.902299782
AT1G01890,0,0,0,0,0
AT1G01900,9.163933602,4.529076399,3.05418548,2.456241198,2.413800587
AT1G01910,22.0894132,26.54259986,26.6834136,29.11661853,23.3892905
AT1G01920,7.430047235,6.565118833,7.169338911,7.745056549,6.098859452
AT1G01930,9.141355385,9.432672136,9.04251613,8.698394903,9.6303743
AT1G01940,11.31227248,12.33773834,8.846722675,8.528480892,7.979661674
AT1G01950,11.00230117,8.088221119,8.275832614,7.527177316,7.995913477
AT1G01960,27.41127638,26.56288589,22.91007844,25.22938257,22.97640387
AT1G01970,5.566867871,13.77640698,14.02302285,18.19733909,15.15416562
AT1G01980,0,0.049101916,0.009579352,0,0.019206174
AT1G01990,10.88631558,14.42590468,12.57350339,10.97908045,12.96765136
AT1G02000,10.64851983,9.382303902,9.302784864,6.522171638,7.663364679
AT1G02010,6.075700984,5.652217,6.043748122,5.074521797,6.23390039
AT1G02020,5.745304678,6.979748527,6.778963921,7.581177839,6.869627389
AT1G02030,0.430982432,0.551256982,0.251517439,0.239610329,0.208668111
AT1G02040,0.128362822,0.016183121,0.047357768,0.090231599,0.063300144
AT1G02050,6.257437494,4.758026724,4.725413452,5.887729048,4.833551756
AT1G02060,5.586676911,5.878269588,4.260964632,5.644888862,4.671977399
AT1G02065,0.031082126,0.070535257,0.12040707,0.802948079,0.206923556
AT1G02067,0.075360155,0,0.500456414,1.350832076,0.418080346
AT1G02070,0.381671964,1.611974222,0.751001767,0.24593543,0.517593006
AT1G02080,27.49320525,24.95137671,20.71257522,21.97597152,21.82199032
AT1G02090,16.42660908,20.27613461,18.43549441,19.1523015,16.72688925
AT1G02100,56.84686948,41.29916688,36.98215962,28.44571609,35.83196205
AT1G02110,10.35319564,11.14029544,13.21148702,14.54522465,12.60246651
AT1G02120,60.29769886,52.71501046,39.62498721,36.08772935,41.52914098
AT1G02130,42.06603852,31.80901775,32.93003204,30.49702062,33.8812312
AT1G02136,0,0,0,0,0
AT1G02140,132.8071581,129.0179624,116.7092955,113.0993804,102.2331152
AT1G02145,14.95409498,12.76163936,11.72879406,13.0153325,10.35811032
AT1G02150,26.37567345,43.87434634,53.68868086,67.7621986,58.19272794
AT1G02160,17.80663465,16.85271765,16.98909133,20.31833965,16.78613285
AT1G02170,22.79470701,21.59931379,22.88130873,20.13252919,19.98279986
AT1G02180,5.570603041,4.900115638,4.739680485,5.739786668,3.563568134
AT1G02190,0.137193248,0.19890862,0.295257884,0.369682357,0.236791565
AT1G02205,83.95708544,65.91940079,45.07854533,26.10446883,27.75890591
AT1G02220,3.409122786,8.464657768,8.117151233,13.71281964,4.506432827
AT1G02228,0.021203998,0,0,0,0
AT1G02230,0.372812355,0.370138179,0.193421525,0.33167653,0.129267182
AT1G02250,0.085067565,0.032174239,0.141230496,0.059797552,0.031462318
AT1G02260,11.50792521,9.068170117,6.540862484,7.072527001,5.64296611
AT1G02270,10.65299066,11.20483708,9.694015954,9.071039952,9.047825877
AT1G02280,46.38634806,58.84042822,73.5489544,78.80002136,69.12872418
AT1G02290,6.258347406,5.715251889,4.233629019,5.16130366,4.296645073
AT1G02300,11.34757154,10.64540953,9.245795512,9.603347897,9.496934932
AT1G02305,142.1154336,93.41642755,97.36171455,67.63987076,91.03276096
AT1G02310,1.43713051,1.481280859,0.777102156,0.381724042,0.523409178
AT1G02320,0,0,0,0,0.126277329
AT1G02330,23.13866285,22.61069581,22.11782433,22.43109913,18.51608813
AT1G02335,46.23551037,28.97273958,20.76135851,7.216477238,23.51283863
AT1G02340,93.93836426,39.05068967,49.96639699,18.37046002,46.96794812
AT1G02350,2.728999656,1.346297937,1.838556188,2.91919489,1.79922804
AT1G02360,19.63894958,30.27859435,11.73403988,8.942830113,8.736263765
AT1G02370,2.965228576,4.587988137,3.692189012,6.084385811,2.776002971
AT1G02380,0.800293947,1.931431528,2.980698642,2.357394741,2.635715636
AT1G02390,1.314842126,2.919726853,2.723071664,1.003641643,2.031701151
AT1G02400,13.91368954,8.229684566,4.910624092,3.511558285,4.178792648
AT1G02405,0.332824027,0.654579342,0.442047708,0.093582375,0.098476219
AT1G02410,7.54552842,10.75816857,11.9915411,12.44445626,10.87404714
AT1G02420,3.301964686,3.68416202,3.203908793,3.864613468,3.02866204
AT1G02430,2.685054412,2.988033478,2.686091679,3.121530621,1.776067246
AT1G02440,0.281175704,0.139579419,0.097252559,0.259415848,0.155989642
AT1G02450,0.080561578,0,0.148610653,0,0.119183097
AT1G02460,0.708146218,0.803504801,0.338452005,0.704253511,0.437506301
AT1G02470,1.903011629,1.10779946,0.915770886,2.861528726,0.752792741
AT1G02475,6.869862123,17.24285583,23.30310384,34.31042096,25.41959158
AT1G02480,0.229177458,0,0,0,0
AT1G02490,0.056140787,0.127401348,0.062137206,0.118391125,0.062291166
AT1G02500,284.3805614,203.1300633,198.5357182,169.9753085,173.9027045
AT1G02510,0.015405115,0,0,0,0
AT1G02520,11.68359045,4.290230548,2.645269617,4.649980321,1.986815434
AT1G02530,0.194211743,0.121425166,0.078963272,0.096120916,0.131931538
AT1G02550,0,0,0,0,0
AT1G02560,36.42356538,93.41232257,133.674649,175.2696962,143.0425013
AT1G02570,0.728829697,1.052511734,0.421671691,0.331846808,0.422716484
AT1G02575,0.287620993,0.217567919,0.159170951,0.219029236,0.124106372
AT1G02580,0.374240902,0.110090809,0.06903562,0.021922466,0.053827412
AT1G02610,5.213203717,2.564546764,7.291102949,2.814300922,6.653863651
AT1G02620,1.209685785,0.603935821,0.789946747,0.229591467,0.885858745
AT1G02630,0.103213404,0.021293103,0.051926212,0.069255156,0.020821949
AT1G02640,30.92598136,14.49894423,27.49153447,8.791512359,28.0014626
AT1G02650,0.593756211,0.297225484,0.956770274,0.856234773,0.668492143
AT1G02660,13.00368378,5.664115123,12.43146411,2.836596378,14.13435205
AT1G02670,0.618400955,0.332042392,0.360559852,0.465749906,0.275684664
AT1G02680,10.82743466,8.225182757,9.268651425,8.888210481,8.247844806
AT1G02681,0,0.030518973,0.089309746,0.05672115,0
AT1G02690,9.873289563,9.910523938,7.009842807,8.787682034,6.412437109
AT1G02700,3.15845747,2.183862053,2.690137759,0.949660967,1.533207922
AT1G02705,2.434875994,3.609405808,4.259753421,4.596410385,6.928356825
AT1G02710,3.506966389,5.28387242,6.235927688,6.668146207,9.887384667
AT1G02720,3.568797863,3.387948596,3.534194908,4.473241149,2.932097978
AT1G02730,12.74460221,14.32536467,10.13357298,13.61335061,10.25326869
AT1G02740,9.07007107,7.551906112,6.408782201,5.947679835,6.021638449
AT1G02750,14.8643294,12.47736234,12.67475061,11.19509917,12.0498109
AT1G02770,1.139753585,1.493375255,1.53181063,0.686726139,1.068902256
AT1G02780,308.651819,366.2191394,458.3305292,588.3804075,390.4039545
AT1G02790,0.03969147,0.022518151,0,0,0
AT1G02800,8.085073964,0.426930794,0.355507985,0.512855029,0.458214224
AT1G02810,11.35471108,3.56150111,2.666362292,2.962110419,2.429180154
AT1G02813,0,0.349376704,0,0,0
AT1G02816,21.3667208,15.70050638,14.93371936,9.568914679,13.13993643
AT1G02820,0.738086224,2.931167789,13.93305002,9.12279067,11.05576584
AT1G02830,0.187977016,0.213289898,0.041610983,0.158564294,0.166856336
AT1G02840,135.4482848,71.90625081,73.172749,63.52413609,72.21905046
AT1G02850,22.85512898,24.22986838,24.16639301,24.25136537,16.66929745
AT1G02860,42.01413891,21.31423736,29.07402669,17.84552979,28.29412113
AT1G02870,14.00417671,16.2261486,19.04156889,22.11803413,14.70556893
AT1G02880,10.8262512,15.93794062,9.170268005,9.160565258,8.076432107
AT1G02890,38.91403996,38.28848435,30.00409405,26.76254745,31.61327422
AT1G02900,63.13892631,43.81159322,39.13698081,31.87230501,36.95164459
AT1G02910,14.74107871,29.74635878,37.61647389,39.10467153,39.67845607
AT1G02920,81.40164133,17.93428677,9.876690927,16.63683238,8.049477018
AT1G02930,33.50222743,32.79574965,36.22190437,96.23321811,33.58827885
AT1G02940,0.034317855,0.194695394,0.588742058,1.610240733,0.437890922
AT1G02950,26.95192248,13.51219739,12.8034282,10.2751923,14.25287839
AT1G02952,41.00139086,21.01550153,20.05196606,16.23880485,22.60233329
AT1G02960,13.23440261,8.573832639,8.238282507,8.178340802,7.998198611
AT1G02965,0,0.116458901,0.037866845,0,0.037960669
AT1G02970,1.649183698,1.511018945,1.48369366,2.37125504,1.458013882
AT1G02980,0.107588131,0.068667688,0,0.1134423,0.052226435
AT1G02990,7.952339527,7.569612255,5.962093749,6.029370456,6.264215605
AT1G03000,9.860264482,12.57646568,12.0205226,11.78338428,11.98833654
AT1G03010,0.689318834,0.34526995,0.22682156,0.327399363,0.192931509
AT1G03020,0.049717547,0.197443695,0.027513948,0.498016755,0.248239088
AT1G03030,10.5966686,8.444597821,7.838016998,9.847252982,7.388507519
AT1G03040,23.1166597,29.02112481,21.85126078,21.92858049,19.74383177
AT1G03050,0,0.059801803,0.100001192,0.182595134,0.11695713
AT1G03055,0,2.528792307,3.683643658,5.201218645,4.61596346
AT1G03060,10.63974349,10.00793388,7.166632611,8.56359843,8.176033454
AT1G03070,2.640866201,4.122066545,2.863589145,1.61137152,2.602952152
AT1G03080,35.7332511,29.34069375,19.99115222,19.40516359,20.54636775
AT1G03090,77.81473506,35.43779361,59.72557489,23.31013711,56.5619237
AT1G03100,4.435533193,2.699288454,3.382275371,3.052209898,3.133137609
AT1G03103,0,0,0,0,0
AT1G03106,4.746721541,4.674565537,2.319567255,0.944340348,1.450837276
AT1G03110,6.057580196,9.930761419,11.08430033,12.71845006,9.593313497
AT1G03120,2.186440444,1.421619452,2.093686231,0.647587287,1.308388888
AT1G03130,30.25741755,137.1288945,356.8955708,479.0737759,539.3493604
AT1G03140,39.89119201,34.13970571,34.99489007,33.51993527,34.16122928
AT1G03150,15.8820828,15.13461878,15.74736523,17.59666761,14.91446078
AT1G03160,10.27180229,15.00936272,18.46759111,22.60068856,20.70628823
AT1G03165,1.174031889,1.99818957,1.786717197,1.237914224,1.791144217
AT1G03170,0.369522596,0.041106109,0.096233282,0.076397911,0.200982756
AT1G03180,1.952004827,2.371345454,2.747591397,2.460913819,2.318874551
AT1G03190,5.518288824,6.288780672,5.105341722,5.58301102,4.548581388
AT1G03200,17.53575497,9.447861925,6.667778231,6.109362229,6.30112286
AT1G03210,35.59889843,23.42078908,18.66908091,16.97977414,15.88430411
AT1G03220,241.0935947,310.0490688,281.1609654,185.945878,239.13674
AT1G03230,24.38815814,31.6515365,26.61678776,24.92278806,24.19115723
AT1G03240,0.336434184,0.06940695,0.169258568,0.064498273,0.169677946
AT1G03250,14.99729109,14.72534145,14.91003135,15.61975206,13.91570968
AT1G03260,9.715663061,7.616799537,7.904644898,7.188138104,7.190981944
AT1G03270,1.194319692,1.301370488,1.752022766,2.398677987,1.609123741
AT1G03280,28.48400393,25.61456055,21.71959358,18.4276549,21.14402769
AT1G03290,11.49517542,8.638131173,7.351901363,6.031298401,6.86604725
AT1G03300,2.05280613,2.866751852,2.833184945,2.769164308,2.987747948
AT1G03310,3.720184921,9.516085506,11.58208427,24.78011701,13.47550698
AT1G03320,0.357987612,0.189557213,0.184904724,0.377466712,0.397206149
AT1G03325,0.796664496,0.3013143,0.293918846,1.120017631,1.178588403
AT1G03330,27.22125485,21.99555513,20.93005586,21.41871137,21.62861795
AT1G03340,4.018741537,2.670440474,2.273141442,2.30599516,2.37731526
AT1G03350,38.84752126,31.57226921,25.94793996,24.78704957,23.50539594
AT1G03360,5.441970076,7.435527303,8.804255857,10.99688255,7.102885316
AT1G03365,6.811445585,5.5701108,5.711179167,5.530780135,5.647358562
AT1G03370,14.8506774,15.18442983,10.84604704,9.575309332,10.61172271
AT1G03380,28.6404981,24.59187143,21.85019264,16.42995981,22.22828153
AT1G03390,0.036212023,0.095872732,0.013359948,0,0.01339305
AT1G03395,0.073056569,0.414471636,0.08085977,0,0.081060119
AT1G03400,3.074940566,4.484024451,5.962210825,4.479117481,7.948250959
AT1G03410,19.90309433,16.78531982,14.50210217,11.46085915,14.04106761
AT1G03420,28.53110255,22.49356057,23.57633422,21.88640402,23.16895589
AT1G03430,20.26657146,10.88593906,10.79920415,8.542443321,10.38067799
AT1G03440,6.257174379,6.542744611,7.468851615,8.240893585,8.870702978
AT1G03445,1.346702004,0.955871536,0.794518924,0.412857563,0.566098579
AT1G03457,12.36527028,11.75861388,13.6594176,8.191033682,12.02270187
AT1G03470,14.32776708,9.947983863,7.341972814,6.801535641,6.994862038
AT1G03475,32.3752933,67.50166385,80.59042295,116.7314761,87.58473817
AT1G03490,0.01977536,0,0.021887574,0.020851392,0
AT1G03495,6.597548765,14.00180663,9.999966606,13.25375555,9.713240578
AT1G03502,12.32733483,5.994568711,4.385578575,2.32108917,4.722107482
AT1G03506,21.53741258,9.164110788,5.533782417,3.852474439,7.254414824
AT1G03510,1.263282272,1.665837632,1.27224872,1.716027014,1.31328422
AT1G03520,11.72740838,8.349945186,6.082758492,4.663901215,6.766680281
AT1G03530,5.887844278,10.86588262,9.591253171,11.53472454,7.994509181
AT1G03540,1.274910989,2.155123588,1.737458064,1.966127374,1.385712026
AT1G03545,18.7240821,11.22512376,8.608728314,7.136211409,8.361865785
AT1G03550,26.31678222,15.74346059,12.26223648,10.24473992,11.96672782
AT1G03560,4.715585953,5.20443772,4.165903648,4.572287546,4.716117965
AT1G03580,1.288099148,0.887371995,0.84861995,0.79227645,0.952809323
AT1G03590,22.89719313,17.99901448,17.7575197,11.55879395,17.86844121
AT1G03600,23.68910655,77.07161529,145.375167,170.5673999,178.5413546
AT1G03610,24.62879814,11.78972337,22.90690924,9.919305086,22.45587052
AT1G03620,2.170445335,1.185469034,0.798270324,0.753372053,0.889995695
AT1G03630,5.523599946,30.06229804,60.52442016,107.4408407,80.88879088
AT1G03650,3.057155346,3.937015885,4.587704145,3.698129965,2.871818266
AT1G03660,2.435725476,1.310792409,1.093759567,1.379522548,0.833934639
AT1G03670,0,0,0,0,0.010028507
AT1G03680,20.52347594,81.12816693,128.4185801,175.5179981,157.5022684
AT1G03687,4.718150144,7.146177318,7.174395539,9.778601541,6.699886273
AT1G03700,2.198679791,3.424615219,4.004249229,1.032704429,3.326660814
AT1G03710,0.032172989,0.091263466,0.124632895,0.084809027,0.124941703
AT1G03720,0,0,0,0,0
AT1G03730,12.70212904,8.931325688,6.381114591,5.912477024,5.82733609
AT1G03740,18.50249664,14.17659085,9.882418915,10.16966829,9.309560307
AT1G03743,0.206542647,0,0,0.435562412,0
AT1G03746,0.196822993,0,0.217845733,0.415065357,0
AT1G03750,4.37979001,3.609261392,3.067255371,3.118968796,2.593573543
AT1G03760,8.171287429,8.104090117,7.731001434,7.888344149,6.756202586
AT1G03770,5.280021073,3.874346287,3.713591665,4.107724238,3.25470113
AT1G03780,4.58835983,4.755498647,3.670243322,4.346331324,3.685724968
AT1G03790,20.61707589,12.75071156,10.55113202,3.261787196,6.34436361
AT1G03800,1.411589903,0.45973971,1.21517073,1.061172955,1.290692417
AT1G03810,0.038726746,0,0,0,0
AT1G03820,15.42362257,4.160383165,5.274108988,10.48712161,6.258963257
AT1G03830,3.117980009,4.348277058,3.729728808,5.117321936,3.373201291
AT1G03840,1.583386221,1.164831258,1.068837489,1.550289615,0.839813187
AT1G03850,46.23086639,28.27001441,32.44631539,16.40386683,28.84249555
AT1G03860,26.22666383,31.66777847,37.33875866,45.53266972,31.01074074
AT1G03870,438.9169655,37.90036884,70.47234606,59.6495988,89.36919948
AT1G03880,3.37057869,0.906710638,0.374193069,0.615735351,0.181876471
AT1G03890,0.121072039,0.062443424,0,0.034816338,0
AT1G03900,127.4393137,112.1961672,109.0538553,85.79524889,93.45806512
AT1G03905,4.287050818,6.309624169,4.040048142,4.530344044,3.100825908
AT1G03910,27.19470528,30.08953427,25.62292305,26.16935523,23.44951737
AT1G03920,6.129948483,4.989387186,1.740490714,1.527595849,1.664025271
AT1G03930,14.91103006,18.50411102,13.79389456,16.42974189,14.18873783
AT1G03935,50.38216156,21.60111829,16.38850947,8.921519753,22.61670504
AT1G03940,4.875935618,14.25194647,7.260010043,9.004083348,6.348892272
AT1G03950,13.36106819,14.38090979,10.06391921,9.001197415,9.471910609
AT1G03960,5.548445863,5.95955708,4.856669145,4.837055914,4.392562359
AT1G03970,22.02000097,16.6678252,18.14590438,15.78098013,14.9245943
AT1G03980,0.216888036,0.380327184,0.229142389,0.384614187,0.06563147
AT1G03987,0.184521556,0.279158837,0.136153583,0.259415848,0
AT1G03990,2.701775356,1.688067867,2.198103654,1.835062445,1.642929492
AT1G03993,11.5496132,12.55081127,7.684038265,11.79749536,9.611179031
AT1G03997,0.295582233,0.201231105,0.130861394,0.498665094,0
AT1G04000,9.1902512,7.461274552,6.95662065,6.195677643,7.647801542
AT1G04003,0.400238144,0,0,0,0
AT1G04007,45.16726353,45.96051799,43.31271915,37.52845254,38.8495066
AT1G04010,5.735447091,5.87478215,4.488732145,4.507556908,4.409439676
AT1G04013,60.67128046,63.6571838,85.59412571,87.56378807,87.59538807
AT1G04017,8.113668878,6.517699886,5.642484977,5.451072935,5.895471173
AT1G04020,3.035677212,2.617789481,3.113525005,5.370326475,3.076329588
AT1G04023,3.498081377,7.305502171,6.172295773,9.568514264,5.737582633
AT1G04027,4.888623042,3.697948231,3.126227729,2.52003967,1.928599204
AT1G04030,44.07178929,19.74047474,18.71663799,23.12075232,18.0821779
AT1G04033,0.368704229,0.627530609,0.051010709,0.291574838,0.255685501
AT1G04037,4.605817409,1.99818957,1.049540172,2.642470748,1.878822606
AT1G04040,141.2803056,55.75979275,59.79624662,79.86855011,56.67968371
AT1G04043,0.243167942,0,0,0.153839631,0
AT1G04047,16.0251448,6.818655762,8.416766963,7.118692994,8.355303261
AT1G04050,1.775510007,1.714807663,1.333496623,1.69939504,1.500969185
AT1G04053,10.65159727,13.62951969,12.9105633,13.33702656,8.703304412
AT1G04057,4.562714839,3.755955262,3.762789936,4.622318754,5.062572912
AT1G04067,1.429355328,2.395887495,3.056185285,1.849660185,2.378917757
AT1G04070,11.29878081,10.53683007,8.85590263,8.33439207,7.559619744
AT1G04073,9.693321225,14.58335349,15.09960768,18.4730805,14.57934087
AT1G04077,14.65651635,6.788551322,4.940172397,3.738336995,3.881146247
AT1G04080,35.6063767,38.48207175,37.34494132,37.20032954,34.74886669
AT1G04083,36.62339111,47.07734628,49.01925079,55.87157044,44.68564357
AT1G04090,0.436088859,0.485815758,0.377358367,0.292611241,0.343103283
AT1G04093,0.033526963,0.07608337,0,0,0
AT1G04097,151.1464847,88.72525445,86.54758304,67.90677432,82.6305004
AT1G04100,4.502250728,3.425031358,3.057834603,2.494993405,2.795768476
AT1G04103,1.035363216,1.10315145,0.39130026,0.18638784,0.364250529
AT1G04105,8.406594008,6.799809284,5.988048138,5.441279686,5.772004771
AT1G04107,33.01017887,5.970397063,7.416710243,8.156257428,7.734486393
AT1G04110,0.106517816,0.921568528,1.650530346,2.183098433,2.64443721
AT1G04117,3.278680229,3.572363573,3.28040898,3.640239005,2.758516367
AT1G04120,25.38666392,27.19742224,18.95180353,21.45396762,18.72131055
AT1G04123,1.485884109,1.748415874,0.974573017,1.682789648,1.099111224
AT1G04127,0.34709449,0,0.076833557,0.073196173,0.154047862
AT1G04130,5.800893883,6.068990406,5.517226808,5.883968697,4.515267732
AT1G04133,2.06151097,1.169556455,0.965335358,0.167206424,1.847479214
AT1G04137,0.03235968,0,0,0,0
AT1G04140,52.20385138,50.59460538,43.14316803,41.1400489,42.2568984
AT1G04147,75.52551362,34.55142901,53.01957664,31.53675544,47.54205161
AT1G04150,0.044181218,0.022280283,0.038033513,0.051761378,0.021787286
AT1G04153,0.290955729,0.371402627,0.322032823,0.421832727,0.322830736
AT1G04157,123.7273073,54.24862662,96.78159771,39.51422203,93.6388486
AT1G04160,2.730257611,4.62889958,3.572265842,3.807254178,3.131280898
AT1G04163,1.327587674,2.119568361,2.080549137,2.650996788,1.433921635
AT1G04167,0.077453493,0,0,0,0
AT1G04170,42.68367934,49.87435799,49.79269601,65.86806552,42.6045746
AT1G04173,1.640191609,2.419376588,1.633842999,1.556495091,2.274848939
AT1G04177,0,0,0,0.058218738,0
AT1G04180,1.379790055,0.379886252,0.640062206,0.406507309,0.360223502
AT1G04183,21.63140593,18.15992913,16.43177694,14.0454229,16.04703604
AT1G04187,12.11048939,19.54945169,8.84388648,10.00493362,9.696968015
AT1G04190,22.46391622,20.57585685,19.5093298,22.45465531,16.01005956
AT1G04193,8.150490611,8.59904657,4.273127843,1.809259251,5.394308459
AT1G04197,11.19176261,5.236634736,3.32026945,1.946513401,4.096610724
AT1G04200,13.79601012,13.01625324,11.06118382,11.14601685,9.784050486
AT1G04203,2.111547644,1.197943747,1.79775605,0.513794496,0.81099469
AT1G04210,16.34669848,19.01116168,18.14341424,18.17616262,18.24383533
AT1G04213,3.041809893,1.035425505,1.010012036,0.801830804,1.181267013
AT1G04217,28.46415855,11.20512554,9.515622649,4.042563638,9.668107991
AT1G04220,49.97705559,49.90879263,34.57874701,11.79758298,25.56467225
