Gene.ID,FPKM.D.WT,FPKM.DTL12h.WT,FPKM.DTL24h.WT,FPKM.DTL48h.WT,FPKM.DTL24h.u5
AT1G13900,17.44850189,14.42169843,12.46213527,11.95793541,11.54531923
AT1G13910,3.354732857,5.542333122,4.08798688,3.917501251,3.891997595
AT1G13920,5.545687276,5.638977508,3.62935104,3.339997054,4.040313603
AT1G13930,61.81329086,1175.719641,434.2317732,404.8888156,395.6639469
AT1G13940,8.114095695,6.611410533,6.414117682,6.601400866,6.269510721
AT1G13950,21.01467175,14.30266297,10.6063786,11.47274171,9.784412967
AT1G13960,25.78716098,25.09752372,19.64107576,13.69065635,18.4479165
AT1G13970,3.615053042,4.545297794,2.861549523,2.72608065,2.676841113
AT1G13980,16.48567197,11.49516194,10.75113535,10.53193623,11.16551773
AT1G13990,22.70113846,15.2556532,13.83614792,10.62903855,10.77171714
AT1G14000,43.87789705,44.71737923,40.6243068,35.44669651,38.00996571
AT1G14010,32.47256725,29.10696141,25.72127189,27.72319052,20.4900492
AT1G14020,11.65333704,13.33796599,11.50973695,13.44021158,11.03045901
AT1G14030,6.397034524,17.57543623,24.60270609,29.44165436,26.67923713
AT1G14040,8.498995532,9.237958524,7.16324179,6.788798458,6.679126567
AT1G14060,8.583807833,14.43333639,12.37584368,16.73221277,9.633841279
AT1G14071,6.091419298,4.088603275,1.709251137,3.980370351,1.999067252
AT1G14080,6.041127449,4.75320529,3.104043314,2.761814694,2.446332017
AT1G14090,2.377118102,3.19575773,2.194594052,2.304521126,2.381284296
AT1G14100,0,0,0,0.011373487,0
AT1G14120,32.83508583,28.64782456,24.58568423,17.38481635,23.28834988
AT1G14130,9.370926233,8.728426146,7.085239842,6.137228445,6.816295918
AT1G14140,8.676940796,8.034351126,8.672262924,8.322906388,8.065868551
AT1G14150,8.013370148,23.73314015,30.78907657,41.00545489,44.56515796
AT1G14160,16.26964257,21.05397939,20.71291285,17.45617612,20.58811672
AT1G14170,19.33975929,18.57768017,8.138774151,8.506414396,7.111954561
AT1G14180,2.05326353,2.622280149,3.393573735,4.126096874,3.258955852
AT1G14182,2.317168201,1.524934146,1.590092817,0.586380422,1.95397551
AT1G14185,5.125208256,4.489583074,4.35979622,3.658724262,4.655424191
AT1G14190,3.844833365,2.080613418,1.942254533,1.600826614,2.493995848
AT1G14200,17.81488567,17.270067,29.30680286,11.3070201,25.43657405
AT1G14205,3.761945873,7.773578438,8.259818109,8.255778957,7.567636412
AT1G14210,57.10812598,57.89543828,45.902173,58.08384119,42.45564194
AT1G14220,3.58117235,1.111878648,0.926830356,1.521685296,1.166350664
AT1G14230,23.24465374,21.83412698,17.61199828,14.88171575,16.16603144
AT1G14240,22.48832976,26.94707177,20.49679889,4.463960292,19.35669426
AT1G14250,0.059994714,0.038899182,0.113833324,0.442814348,0.047548072
AT1G14260,0.789355647,0.609539479,0.570310422,1.051943165,0.413587215
AT1G14270,6.464508822,17.81361039,27.36109497,34.03005342,29.98517909
AT1G14280,16.06149896,4.961653292,13.08101973,12.56943205,16.85276769
AT1G14290,18.66305389,7.917673657,11.77635765,9.652852754,13.05235449
AT1G14300,7.90025625,11.46877555,12.76542989,14.53318333,10.06655123
AT1G14310,5.491641539,5.980353948,7.113194518,10.64870422,7.809944797
AT1G14315,0.109756027,0.035581632,0.121479111,0.247988909,0.104382947
AT1G14320,230.0798553,301.5789328,398.5009805,531.7881343,333.7189367
AT1G14330,11.88979534,9.097322878,7.123767162,7.589059396,7.239807228
AT1G14340,14.43014936,19.0339675,14.89003967,12.77454072,11.97490292
AT1G14345,4.20733507,45.07005604,70.76750995,76.91859699,81.01453312
AT1G14350,18.69356408,13.3843735,10.90623325,7.687035222,8.794140739
AT1G14360,13.10493222,14.81551462,13.80517757,16.62184398,13.65415246
AT1G14370,20.6378814,14.10210265,9.025463129,8.038485404,8.499472793
AT1G14380,22.59583896,17.06766221,16.62244201,15.0459349,17.0988475
AT1G14390,2.633966124,0.693129362,0.508905423,0.824182586,0.481013995
AT1G14400,131.017347,77.11040324,74.15776553,56.53053668,70.56564784
AT1G14410,3.776285758,7.552433855,8.570106589,17.42760187,7.534519096
AT1G14420,0,0.095104213,0.027830993,0.026513443,0.083699853
AT1G14430,1.007828579,1.902854261,2.284493086,3.307020734,3.551527053
AT1G14440,3.553906501,4.800563816,5.030599445,5.353263462,4.998355946
AT1G14450,49.88336025,47.58741848,52.8932766,45.89165372,45.71258584
AT1G14453,67.93269589,64.87441566,72.09602265,62.53275892,62.12132787
AT1G14455,0.488675644,0.554480439,0.381791491,0.303097555,0.41463226
AT1G14460,5.894635874,6.061507349,4.606125213,5.540614662,4.639589272
AT1G14470,1.456088469,1.993991693,1.333749387,1.789439934,1.493043712
AT1G14480,4.373390572,3.308205969,3.303842965,2.593235843,3.036943561
AT1G14490,0.354644195,1.154714157,0.870379035,0.650332818,0.650124571
AT1G14500,0.191473012,0.040735624,0.119207429,0.025236449,0.013278088
AT1G14510,27.83067843,23.17758604,24.35456246,22.75460688,22.05217382
AT1G14518,0,0.03137653,0.030606425,0.174944903,0.09204678
AT1G14520,5.644950937,7.800036385,9.434201009,4.061692843,6.274738257
AT1G14530,6.21595014,7.823012019,4.0168909,3.34968236,4.507009355
AT1G14540,3.517919267,3.541455349,1.068563458,0.557795342,0.689683846
AT1G14550,0.124027669,0.172002315,0.01525279,0,0.015290583
AT1G14560,10.81209291,8.429742855,8.293653641,8.533442173,6.876742204
AT1G14570,41.6862894,35.41900481,32.08538145,29.60474183,30.66676315
AT1G14580,6.986207303,9.199472527,7.016848861,7.693275682,8.41033899
AT1G14590,5.677062092,5.994568711,4.411225234,5.65612782,4.319314285
AT1G14600,3.68763987,0.753774105,1.500558129,3.059172955,1.895387913
AT1G14610,37.95807814,45.13450275,39.58525548,50.13477794,38.96535772
AT1G14620,10.20498911,13.32971638,14.45946446,19.02821832,11.5585421
AT1G14630,2.710930347,1.210456173,1.486351795,2.739337946,2.01920575
AT1G14640,2.758624779,2.256583492,1.719932439,2.112023022,1.977286679
AT1G14642,5.703393549,3.595227447,4.909780728,4.944623293,4.781318861
AT1G14650,30.55813943,26.83810344,25.33185521,24.16094779,23.67547816
AT1G14660,3.193786972,2.342769241,2.526913034,2.676954892,2.083293427
AT1G14670,64.81936081,56.07034368,54.62073898,54.91022122,49.68606801
AT1G14680,1.212714982,1.407291666,0.884661832,0.770127445,0.810400881
AT1G14685,19.61769002,14.45168887,14.22579995,12.13344318,14.12384472
AT1G14686,0.133519189,0.166648691,0.029556085,0.028156868,0.192590563
AT1G14687,3.580072549,3.944985376,3.67670705,3.484499297,2.520869639
AT1G14688,0.078299319,0,0,0.055039868,0
AT1G14690,22.05865971,17.77500293,20.7312487,17.13994019,19.5161636
AT1G14700,19.81459531,29.0087861,26.6832085,19.57114762,29.31378562
AT1G14710,31.78459461,34.08484905,32.15753265,39.48586067,31.18236177
AT1G14720,39.79956291,44.66241826,36.84748804,40.65190755,36.97613616
AT1G14730,40.23868284,53.56953211,40.08127666,17.67183454,35.16631595
AT1G14740,80.55823382,34.72276479,35.69364723,28.44997027,33.3679723
AT1G14750,0.461034234,0.396300645,0.417499756,0.53767861,0.34877851
AT1G14755,0,0,0.064971534,0,0
AT1G14760,1.119257513,0.623847917,0.304268101,0.683250192,0.326809284
AT1G14770,2.199786393,2.270804658,1.858095959,2.70315674,2.018689479
AT1G14780,4.742737708,5.389388298,5.818701744,6.048519816,4.840081291
AT1G14790,5.579408776,3.848182139,2.623034965,2.725630051,3.171043816
AT1G14800,0.231756944,0.36157716,0.561117798,0.962196965,0.417863161
AT1G14810,19.60525544,35.02820206,41.68847842,73.37708171,40.50884029
AT1G14820,5.453862814,11.09942366,11.73302462,11.41493199,11.03548004
AT1G14830,50.76747813,36.33895583,34.46112889,37.68738196,31.54280557
AT1G14840,6.255442138,7.395267559,8.448667246,10.72302594,10.9725979
AT1G14850,11.26717919,13.30622409,11.38354098,11.93567582,11.33885121
AT1G14860,21.06035646,16.44033398,10.47757657,5.070418419,8.366514401
AT1G14870,35.66605666,19.08710202,12.07328184,13.69867718,8.771417536
AT1G14880,0,0,0,0,0
AT1G14890,88.40174288,65.36998801,80.57934914,61.81255105,64.81067191
AT1G14900,54.26108062,42.837557,42.35122193,38.74511697,38.78136839
AT1G14910,22.92799771,18.17994964,15.1659256,15.0075075,15.53565482
AT1G14920,20.64094211,8.446332537,7.295684034,9.610110198,8.030646677
AT1G14930,9.961001273,1.977910244,2.280157978,0.47740941,0.879156775
AT1G14940,0.573850679,0.25043273,0.366429169,0.046544268,0
AT1G14950,2.811424292,0.292043091,0.153394333,0.626282048,0.065903316
AT1G14960,40.14343043,29.95010815,15.00546747,3.367486639,12.93057498
AT1G14970,2.967590674,2.573191449,2.997699031,4.570621912,2.609715161
AT1G14980,35.07935796,39.19555693,39.69349928,57.50647904,32.67684649
AT1G14990,6.51244079,8.722828519,7.56934223,8.01987259,6.483386057
AT1G15000,8.814217994,10.23342021,9.45355702,8.57430221,8.416972004
AT1G15002,6.34696714,7.441701138,6.925820208,6.280487973,6.157493837
AT1G15010,5.497600999,4.819087346,7.087004553,2.386893245,4.066585629
AT1G15015,0.019845735,0,0,0.041851193,0
AT1G15020,19.2296925,12.97803736,11.98469092,10.20230346,10.74935762
AT1G15030,18.50021703,18.51926741,20.11020088,20.58374263,21.73570548
AT1G15040,29.54227438,23.00224623,37.32691797,16.7908448,33.9909249
AT1G15050,1.813098508,0.691983876,0.930405176,0.434489598,0.896133596
AT1G15060,10.1610301,10.21281338,10.72747167,10.25051513,11.61879693
AT1G15080,2.412974194,4.254281567,4.190952307,4.201308741,4.091497536
AT1G15085,3.531879265,2.320120112,2.674661501,5.782091022,1.95940322
AT1G15090,1.582563255,0.256524337,0.250228207,0.476764262,0.752544622
AT1G15100,57.52157258,117.933964,57.77825742,48.61971274,48.21135493
AT1G15110,16.50087502,14.93768545,12.07519738,10.30337144,10.08759714
AT1G15120,59.23912071,38.64695446,37.38927414,43.27610696,33.49975208
AT1G15125,1.26453836,1.104684736,0.681223279,1.486739123,0.595995206
AT1G15130,48.6831822,50.04437055,43.99925424,33.60634822,39.57527987
AT1G15140,9.202036711,36.71623012,58.84614559,75.22885383,67.1077076
AT1G15150,0.023934126,0.045261805,0,0.21030374,0.053112353
AT1G15160,1.941682287,2.608051067,2.451106163,3.740535671,2.084526571
AT1G15165,2.890600231,7.237650929,6.559553712,8.207156224,6.808737056
AT1G15170,4.001713064,5.724675719,6.402695811,6.411495822,5.680060931
AT1G15175,2.243192389,1.706319184,2.912768792,2.537028702,3.08684221
AT1G15180,10.27638477,13.25531209,22.82081248,19.70336668,22.06552049
AT1G15190,3.206232049,2.021100835,1.334550437,0.866844113,1.140219124
AT1G15200,45.20991664,45.98224286,43.19904446,48.27231369,40.96064257
AT1G15210,31.36564561,11.17671615,8.099467519,11.11020996,6.431315557
AT1G15215,3.711612402,2.592849463,3.510237745,4.32245215,2.581576915
AT1G15220,7.631643394,5.782279626,5.076323492,4.757370581,5.144065542
AT1G15230,21.29905961,14.8352982,17.11645046,14.89788158,17.45524089
AT1G15240,17.91868269,15.49311577,14.01791064,12.88741317,13.54807602
AT1G15250,18.99709777,18.45057285,23.21821541,26.84509549,19.51692828
AT1G15260,6.82351949,15.99779045,18.90360364,21.34603628,29.34924026
AT1G15270,173.2371062,128.6391895,115.430951,101.7538356,104.2847744
AT1G15280,43.32559097,51.69652036,41.85406774,37.41440181,43.05773087
AT1G15290,10.04280964,29.75710119,47.42651985,50.99232422,51.03251579
AT1G15300,1.981508843,1.437228555,1.540760489,1.857915304,1.120166995
AT1G15310,7.949694649,8.906278663,7.061267995,6.072566953,6.825589301
AT1G15320,0.033216322,0,0.098037789,0.035023715,0
AT1G15330,2.803828738,1.522845824,1.500176733,0.294238151,1.06157208
AT1G15340,84.7565651,96.05567113,88.71704952,67.31082451,83.81155425
AT1G15350,97.93089748,26.19449708,22.26215262,15.7389304,20.66234848
AT1G15360,0,0,0,0,0
AT1G15370,37.42856876,26.70790804,28.07826574,26.46041654,26.32572424
AT1G15380,30.97776135,9.41979727,23.73203748,18.12823173,18.84284263
AT1G15385,0.293507972,0.363307195,0.442987735,0.478285041,0.177634137
AT1G15390,10.65433939,12.10569848,18.71180192,26.52231225,18.49763483
AT1G15400,89.41259399,35.45952645,35.57265454,24.80078495,34.02704545
AT1G15405,3.896016781,3.965585123,3.487769872,2.658124036,3.941409504
AT1G15410,13.68286818,4.914454531,4.978521308,6.502270615,6.906701813
AT1G15415,4.895839442,1.772182491,2.227345512,3.072005272,3.032696281
AT1G15420,12.95998523,15.70631747,13.71010629,17.38654767,10.84523325
AT1G15430,6.927378108,6.734601733,6.076144431,3.776260451,5.494206013
AT1G15440,9.742503285,18.33558643,14.18596857,20.51516782,11.60726741
AT1G15460,1.248232745,1.828839205,1.368143793,0.817803529,1.095882317
AT1G15470,7.603563351,11.03930268,8.39229343,11.83080571,7.075441661
AT1G15480,3.617707079,5.100251384,5.207069009,7.48176975,4.091561247
AT1G15490,6.287997872,8.811593468,5.406021673,6.239075023,5.381429823
AT1G15500,79.73588364,174.4066604,145.034794,150.1932084,134.8780893
AT1G15510,1.383632937,9.061276571,8.279454148,10.81865973,6.911966994
AT1G15520,0.324433505,0.580813991,0.602467137,1.155493303,0.495967065
AT1G15530,10.17717673,8.090082583,7.872730377,6.963031986,7.383667984
AT1G15540,0.174999523,0.10590126,0.077476516,0.061507244,0.038834241
AT1G15550,12.03633382,3.517181248,3.564683301,8.310170241,3.902815736
AT1G15560,0,0,0.011154751,0,0
AT1G15570,3.624823456,3.759339005,4.474914435,5.127786604,4.849977938
AT1G15580,3.663024589,0.972230521,0.687566879,0.609843147,0.546662803
AT1G15600,0.040280789,0,0,0,0
AT1G15610,0,0.036931519,0,0,0
AT1G15620,0.125789131,0,0,0,0
AT1G15625,2.702794271,0.155278535,0.07573369,0.180370938,0
AT1G15630,0.425080511,0.017225772,0.117620881,0.112052581,0.117912315
AT1G15640,1.462224362,0.67261893,0.189542941,0.347249561,0.219245284
AT1G15660,6.719875588,8.164258826,6.876297678,6.78472219,6.86519929
AT1G15670,53.84498401,34.23742827,27.24274183,22.6115355,23.54591581
AT1G15690,185.6695826,244.1997301,228.9233672,252.0593253,229.4966659
AT1G15700,5.888943953,5.057018165,4.251477328,5.320307752,4.499614804
AT1G15710,6.397023556,11.39394395,12.16437853,13.52982556,10.67280952
AT1G15720,2.311525849,2.999334482,2.24178458,2.811343846,2.412397945
AT1G15730,8.992218723,18.32492187,25.26090803,29.28930795,27.80321233
AT1G15740,80.85051171,57.70936907,64.63563586,41.16064795,68.0068618
AT1G15750,79.92900552,64.06640623,58.0045016,51.2864953,58.5033057
AT1G15760,3.756678631,1.842288957,1.726598437,2.198740607,1.236340356
AT1G15770,0.044376537,0,0.114604961,0.093582375,0.016412703
AT1G15772,0.278832574,0.274196013,0.226317512,0.333205245,0.412505941
AT1G15780,15.6605352,16.88278396,13.90323976,13.09842112,13.33154219
AT1G15790,4.104255003,3.182009075,2.024868253,2.005153867,1.522414012
AT1G15800,17.19182432,11.93703739,8.292839106,6.344547729,6.761744239
AT1G15810,17.82760041,21.54636124,25.06714762,37.34453539,28.14355049
AT1G15820,89.5274886,329.4556545,925.198428,1573.92594,1390.141595
AT1G15825,1.061228451,3.612398682,10.32938304,9.050515608,15.06493245
AT1G15830,0.834065031,2.208219467,6.723622566,5.650458704,9.454903516
AT1G15840,11.02038167,1.151719232,2.347211068,0.229342722,1.226791775
AT1G15860,30.41691165,25.57713847,21.13324688,21.24820334,21.64931648
AT1G15870,0.545171631,1.449806587,1.979911577,3.233452123,1.890302173
AT1G15880,39.62427396,25.05970391,27.17375223,20.32406004,26.57917638
AT1G15885,3.827517245,4.272881387,5.090435812,5.825848168,4.829059401
AT1G15890,2.601043032,2.239362127,1.527816819,1.52766128,1.49362874
AT1G15900,1.660602882,1.040538717,0.63094579,0.627209874,0.797511486
AT1G15910,8.761773271,7.159729772,7.598136562,8.626252262,8.340001525
AT1G15920,14.59346419,11.95064987,11.24693261,8.731704737,10.80460812
AT1G15930,76.04120236,90.63950864,130.094266,164.9397241,108.6613056
AT1G15940,7.301262719,9.129053669,8.177740952,8.890389884,8.187806744
AT1G15950,69.80075512,111.7822165,111.7541932,106.157154,101.7774622
AT1G15960,14.92460174,25.39850705,25.20288999,25.34952563,22.49854396
AT1G15970,6.877303414,7.137841809,6.77447097,7.896892606,6.68750104
AT1G15980,3.017036572,41.59872662,64.43747524,82.6907258,85.30882025
AT1G15990,0.142700667,2.097206275,3.700369033,4.363496797,4.531366033
AT1G16000,18.65031883,17.6163347,19.45353921,31.81427514,17.91270934
AT1G16010,24.88535158,31.6173231,25.52627549,27.25788007,23.63820809
AT1G16020,7.444760524,9.632711632,8.599861232,10.6804659,8.375508342
AT1G16022,7.159381821,3.661870687,3.530936384,2.073025982,2.798820797
AT1G16025,9.392255108,4.93996866,4.548007411,2.475828448,3.636565532
AT1G16030,4.133665779,7.149942136,5.382145847,7.55031341,3.611433335
AT1G16040,10.61640818,8.497571458,7.573315825,6.79330441,5.857120546
AT1G16060,4.360782966,6.136535998,6.010588201,4.590232117,5.061074222
AT1G16070,2.693088803,3.499991441,3.630762219,3.241303397,3.42254692
AT1G16080,16.49273864,47.41450349,77.92293103,100.5364185,95.66751588
AT1G16090,3.065029816,2.680777229,2.219199472,3.608850704,2.125507711
AT1G16100,0,0,0,0,0
AT1G16110,3.365673182,2.218382225,1.982396172,1.764027769,1.754363502
AT1G16120,2.75216738,2.637476971,1.577948901,0.699336685,1.348018673
AT1G16130,6.095221313,3.378704123,3.087268899,1.768513129,2.87915062
AT1G16140,1.322667336,1.087049283,0.894191567,0.844320984,0.745683816
AT1G16150,1.20978402,1.196518387,0.630118362,1.009575057,0.524006967
AT1G16160,2.280471456,0.744568114,0.381124283,0.596001615,0.389277451
AT1G16170,28.49763421,18.37953394,19.24265515,11.5857756,16.98965147
AT1G16180,141.2500505,126.8085305,106.1152952,78.38357626,92.92532481
AT1G16190,15.32536939,17.1816726,14.52388401,16.02739434,12.57443354
AT1G16210,53.80321573,62.14464414,56.51752474,51.53919741,52.48681209
AT1G16220,1.814284883,3.097002069,1.741511475,2.497064261,2.342614113
AT1G16225,0.232740773,0.590299865,0.136376421,0.230969266,0.22785721
AT1G16230,0,0.207300478,0.173324998,0.220159472,0.028959075
AT1G16240,73.18480057,50.89879326,52.46451407,38.79876977,50.47156895
AT1G16250,9.331179067,6.100091082,6.666079434,5.605247788,7.041337365
AT1G16260,4.203836209,3.853203013,7.815333281,6.219461864,8.527066271
AT1G16270,10.50673465,12.19251047,10.70189886,12.58138383,10.4797705
AT1G16280,8.038437398,9.712130702,8.789369686,9.721199543,7.292515742
AT1G16290,0.03826176,0.021707034,0,0,0.01061336
AT1G16300,10.82645388,8.854817105,7.171797445,8.622951452,6.269841054
AT1G16310,5.020621705,6.782222615,3.393857646,3.353894439,3.356903185
AT1G16320,12.42633752,26.88960641,36.18206091,34.22875007,36.82511511
AT1G16330,2.46345883,2.277559654,1.643293421,2.151466689,1.969475563
AT1G16340,6.561208536,5.730656881,5.66486984,8.760703949,4.915881109
AT1G16350,21.62758355,32.44780323,35.88246558,47.06206728,30.40254278
AT1G16360,0.254564127,0.127091181,0.09016135,0.203995908,0.13557712
AT1G16370,15.40261919,7.655873428,5.682592968,3.829349538,4.602339011
AT1G16380,0.132445472,0.110733005,0.077153697,0.029400463,0.054141405
AT1G16390,6.430707917,1.903061654,2.882477673,3.705791334,4.301699233
AT1G16400,0.5057122,0.686692005,0.917586091,13.99508651,0.524319989
AT1G16410,0,0.133436559,0.011318391,7.289014499,0.045385739
AT1G16420,0.123426894,0.089121131,0.273220336,0.236623443,0.112048897
AT1G16430,3.811327363,4.927985404,5.003238428,5.957974585,4.720597788
AT1G16440,1.19119828,1.6412339,1.389060841,1.379373272,0.767056502
AT1G16445,1.167594027,4.088020935,3.87691559,5.082791878,3.053695525
AT1G16450,0.458354915,0,0,0,0
AT1G16460,32.84634081,50.24176527,52.9134769,45.25442878,48.67620532
AT1G16470,37.57940814,32.54807055,31.93047587,34.90862182,26.64204409
AT1G16480,0.948787761,1.477394461,1.022199209,1.596405221,1.035931209
AT1G16489,2.615352675,1.18936904,0.907465321,1.258456535,0.794560141
AT1G16490,3.08282306,1.365055347,1.068015224,1.453506027,0.95942393
AT1G16500,2.976813955,2.404193123,1.913555566,2.796127933,1.716370873
AT1G16510,0.920914922,3.417774936,3.694883479,3.398585611,2.086182568
AT1G16515,4.509145446,11.56991541,4.622132669,2.593363949,3.780778035
AT1G16520,13.18296761,19.62674045,13.23008698,13.1772251,11.96412991
AT1G16530,1.978811812,3.954750191,2.040839731,3.793608106,1.971046532
AT1G16540,9.198388219,11.61510529,8.354650601,6.568503267,7.017859375
AT1G16550,1.860467874,1.755120494,1.932951595,2.983890176,1.716284837
AT1G16560,38.90845957,30.57209642,27.54375173,26.64501363,23.66065853
AT1G16570,13.74004353,12.01109555,10.42043456,10.61069335,9.877238841
AT1G16590,3.171690759,2.107398906,1.976610516,2.289771315,1.838839464
AT1G16610,20.43829914,25.53492898,27.71559908,24.92400526,23.92629505
AT1G16630,3.62282976,2.95374192,2.540791825,3.45357837,2.67349356
AT1G16635,0.347735773,0.372641588,0.342113392,0.651834742,0.085740265
AT1G16640,0.31980797,0.22679571,0.50882725,0.927326426,0.421377036
AT1G16650,3.028009896,5.040323453,4.200344544,5.324095273,3.412925228
AT1G16660,0,0,0,0,0
AT1G16670,14.27553394,10.47055478,7.439392261,7.498718356,8.035205149
AT1G16680,10.31192042,12.18238386,10.03632505,10.8793275,10.95714297
AT1G16690,4.161039943,4.87711962,5.099265892,5.201620345,4.635932152
AT1G16700,32.715214,40.8356032,39.25068517,39.01709924,33.59248304
AT1G16705,0.12543546,0.124535714,0.017354159,0.115728157,0.104382947
AT1G16710,10.32873651,9.833558213,7.673762798,7.91796169,8.225939104
AT1G16720,9.266242673,79.61733544,103.7810469,82.62240675,118.6846005
AT1G16730,1.722201189,8.235185692,12.72063478,19.08559456,14.83851465
AT1G16740,24.986919,32.54583515,32.03926271,37.1281024,26.55248069
AT1G16750,3.469976107,6.221023785,5.685165596,5.042504788,6.110169809
AT1G16770,0.601960342,0.476825278,0.477692952,0.562860184,0.378060435
AT1G16780,7.399901738,6.543237377,7.039966744,9.84398883,6.576372669
AT1G16790,6.149388648,8.249822669,7.406754927,7.876145608,6.562189104
AT1G16800,2.970463532,3.528455051,2.837076682,3.323401623,2.830061251
AT1G16810,69.07298945,47.5434843,44.07778416,38.91710466,42.22078176
AT1G16820,2.292472438,1.641630774,1.849433325,1.740392805,1.560086415
AT1G16825,3.156931696,3.804655195,4.22453506,3.949315901,3.443413132
AT1G16830,0.96486698,1.618393258,1.225791939,2.229363079,1.061261523
AT1G16840,28.0291255,23.795342,22.26745738,18.76423905,20.20615117
AT1G16850,26.25517454,83.89378795,25.39340476,6.689098588,12.7281615
AT1G16860,49.93795072,36.52802037,22.6663758,19.74961116,21.44829938
AT1G16870,13.97496735,18.19872871,17.71180526,22.75979307,14.11375626
AT1G16880,102.0226681,117.4546598,136.2598972,149.4458975,164.8973973
AT1G16890,109.0618592,72.96232959,70.36709707,66.86863558,70.04292227
AT1G16900,9.980530743,10.16580135,9.17455695,11.18815896,8.887467054
AT1G16905,0.917371238,0.506755869,0.667997378,0.636373654,0.415184551
AT1G16910,0.017481666,0.079342951,0.058046669,0.055298676,0
AT1G16916,6.765251638,5.265302444,5.217166792,4.738410358,4.742312825
AT1G16920,33.66269615,13.92072067,19.89563391,21.19887917,18.61098232
AT1G16930,13.02011377,9.167600017,6.563821997,5.246948269,5.560914311
AT1G16945,0.168989438,0,0,0,0
AT1G16960,2.436964458,1.470344117,1.648324073,2.447206154,1.609488498
AT1G16970,10.30907639,10.48303931,8.267454594,8.838945113,8.018798857
AT1G16980,0.006198575,0,0,0.006535857,0
AT1G17010,0.160508788,0.112075577,0.25964639,0.156223861,0.013699459
AT1G17020,14.45108701,12.48116052,12.98728639,7.197048463,11.00150913
AT1G17030,1.666214336,1.45091472,1.908515311,1.940736978,1.838004178
AT1G17040,2.916051836,2.844472498,2.745904874,3.252768596,2.961683765
AT1G17050,6.632365,25.15538206,35.79656613,39.00308615,38.84124704
AT1G17060,33.35851516,8.225880398,6.508966451,2.744043197,6.53446911
AT1G17065,63.67043017,15.02182277,11.83428363,5.139293501,11.79052414
AT1G17070,6.745654239,7.0796228,5.717755581,6.591791701,5.434160473
AT1G17080,98.38298799,71.02603032,51.88161476,37.0997729,51.77355851
AT1G17090,3.991833852,5.989587469,5.156768477,4.309555021,4.495257049
AT1G17100,7.004890582,68.52770958,78.88863045,84.00221503,72.87020464
AT1G17110,15.29193024,16.00740684,13.91887373,15.62353808,13.58314858
AT1G17120,19.74103173,16.79728108,14.99276168,13.30481471,15.92838965
AT1G17130,28.3450183,31.69173911,28.14881384,30.72379576,23.98840281
AT1G17140,23.64220517,31.78875314,26.5273276,27.98113013,32.79616199
AT1G17145,22.79719102,12.41663758,12.71027514,9.564387546,11.88639202
AT1G17147,21.07516865,11.17809518,10.12490158,2.986419252,11.55537147
AT1G17150,0,0.015701241,0,0.029181601,0.015353819
AT1G17160,18.96580603,10.04674836,9.29537894,10.05167419,8.590216802
AT1G17170,27.51179014,23.83519049,16.29671099,24.24987383,14.01867609
AT1G17180,12.26753547,4.27860375,2.442187894,6.458841833,1.589528306
AT1G17190,95.4942656,58.53475889,33.85199963,21.74806067,32.03602477
AT1G17200,36.04321061,59.06203395,51.48550497,45.10129822,59.02258062
AT1G17210,45.26028821,43.35283285,44.54319536,35.16964195,44.78088572
AT1G17220,18.55207234,105.3114934,112.1072519,123.8680575,136.5185801
AT1G17230,5.123225103,4.219332241,3.080692919,2.615251068,2.907866117
AT1G17232,5.13343299,4.227739146,3.086831116,2.620461884,2.913659962
AT1G17235,0.241654897,0.21092001,0.329189108,0.901614193,0.185627673
AT1G17240,0.827630254,0.745300389,0.443474726,0.554072326,0.488302086
AT1G17250,3.329783969,2.716605151,1.76118347,2.0040474,1.503984672
AT1G17255,2.602331824,2.171464312,1.461167946,1.647360591,1.227682314
AT1G17260,1.305924711,1.168069677,0.983139938,1.22191797,0.90725199
AT1G17270,4.268911962,4.031906778,2.971955965,3.085565152,2.836597797
AT1G17275,0,0.005821159,0,0,0.028461771
AT1G17277,0,0,0,0,0
AT1G17280,21.06014824,18.98280092,16.23228253,15.03800159,16.48825155
AT1G17285,0.83949592,0.521630133,0.530950174,0.779797222,0.266132865
AT1G17290,44.98373781,53.47593917,57.38833454,65.4648657,47.52318233
AT1G17300,3.225242873,0.306464972,0.439622206,0.552829215,0.229169967
AT1G17310,0.53373892,0.501196064,0.427782875,0.34931243,0.42884281
AT1G17330,19.43022775,14.40361649,11.11013239,9.748574515,11.91925061
AT1G17340,20.84702905,19.22516033,16.00502102,10.0503976,15.31591241
AT1G17345,3.850329864,3.015096418,1.980736731,0.528922427,1.654703734
AT1G17350,4.520831054,4.704859436,4.854972751,5.11092383,4.228008397
AT1G17360,11.4736698,11.22368961,14.47837961,15.86459138,15.73163862
AT1G17370,34.2794806,44.25277019,47.90924147,41.89331124,44.51901178
AT1G17380,0.441246004,0.415805653,0.629094071,0.536226591,0.522777981
AT1G17390,0,0,0,0,0
AT1G17400,1.5769183,1.93145852,0.762868017,0.649673149,0.799519942
AT1G17410,8.386817877,5.27024673,5.882213987,4.252704022,5.589832464
AT1G17420,0.189743488,0.947294667,1.740083384,2.395099272,1.804546404
AT1G17430,22.6346442,5.854790744,7.241898697,6.338160189,6.123647415
AT1G17440,18.81967559,21.64426427,17.10755394,16.34905562,17.34597997
